year,month,region,city1,city2,sales_amounts,sales_volume,prices
2015,12,경북,고령,합천,5,4,1448
2015,12,경북,군위,의성,29,18,1646
2015,12,경북,김천,추풍령,144,96,1505
2015,12,경북,문경,문경,37,24,1525
2015,12,경북,안동,안동,192,124,1543
2015,12,경북,영주,영주,4,5,849
2015,12,경북,영천,영천,332,238,1394
2015,12,경북,의성,의성,296,197,1502
2015,12,광주,광주서구,광주,74,50,1476
2015,12,대구,달성,대구,67,44,1515
2015,12,부산,연제,부산,44,45,979
2015,12,전남,나주,광주,100,64,1558
2015,12,전남,무안,목포,4533,3159,1435
2015,12,전남,신안,목포,677,496,1367
2015,12,전남,영암,강진군,72,43,1667
2015,12,전남,장흥,장흥,8,12,688
2015,12,전남,함평,영광,1755,1115,1574
2015,12,전남,해남,해남,940,701,1340
2015,12,전북,고창,고창,250,168,1485
2015,12,전북,부안,부안,385,247,1554
2015,12,전북,익산,군산,123,84,1465
2015,12,제주,서귀포,서귀포,14,8,1724
2015,12,제주,제주,제주,30,20,1484
2015,12,충남,논산,부여,0,0,1267
2015,12,충남,서산,서산,0,0,2000
2016,1,경기,구리,서울,907,791,1146
2016,1,경남,거창,거창,135,100,1344
2016,1,경남,의령,의령군,20,15,1333
2016,1,경남,창녕,밀양,808,623,1296
2016,1,경남,함양,산청,583,450,1297
2016,1,경남,합천,합천,16,11,1406
2016,1,경북,경산,대구,38,26,1437
2016,1,경북,군위,의성,58,45,1283
2016,1,경북,김천,추풍령,349,237,1472
2016,1,경북,문경,문경,122,78,1553
2016,1,경북,안동,안동,66,51,1297
2016,1,경북,영천,영천,943,678,1392
2016,1,경북,의성,의성,230,172,1338
2016,1,광주,광주서구,광주,66,48,1359
2016,1,대구,달성,대구,55,45,1217
2016,1,대구,대구중구,대구,26,20,1312
2016,1,부산,연제,부산,67,68,979
2016,1,전남,무안,목포,4444,3180,1398
2016,1,전남,신안,목포,488,355,1376
2016,1,전남,영암,강진군,95,65,1457
2016,1,전남,장흥,장흥,24,29,843
2016,1,전남,함평,영광,2458,1719,1430
2016,1,전남,해남,해남,280,219,1277
2016,1,전북,고창,고창,181,122,1490
2016,1,전북,부안,부안,452,321,1405
2016,1,제주,서귀포,서귀포,14,10,1369
2016,1,충남,서산,서산,0,0,1600
2016,2,경기,구리,서울,687,522,1316
2016,2,경남,거창,거창,331,247,1342
2016,2,경남,창녕,밀양,667,501,1332
2016,2,경남,함양,산청,246,189,1301
2016,2,경남,합천,합천,38,29,1326
2016,2,경북,경산,대구,103,80,1281
2016,2,경북,고령,합천,11,8,1383
2016,2,경북,구미,구미,12,8,1485
2016,2,경북,군위,의성,183,141,1296
2016,2,경북,김천,추풍령,432,325,1332
2016,2,경북,문경,문경,112,75,1489
2016,2,경북,안동,안동,44,35,1240
2016,2,경북,영주,영주,13,10,1275
2016,2,경북,영천,영천,1419,1080,1313
2016,2,경북,의성,의성,382,308,1243
2016,2,대구,달성,대구,114,84,1361
2016,2,대구,대구중구,대구,53,45,1181
2016,2,부산,연제,부산,8,7,1210
2016,2,전남,고흥,고흥,19,15,1253
2016,2,전남,무안,목포,4459,3247,1373
2016,2,전남,신안,목포,437,340,1286
2016,2,전남,영암,강진군,397,272,1457
2016,2,전남,장흥,장흥,4,4,913
2016,2,전남,함평,영광,1265,915,1382
2016,2,전남,해남,해남,349,259,1347
2016,2,전북,고창,고창,70,50,1397
2016,2,전북,부안,부안,263,185,1425
2016,2,제주,제주,제주,10,6,1567
2016,2,충남,서산,서산,0,0,2000
2016,3,경기,구리,서울,1065,794,1342
2016,3,경남,거창,거창,623,464,1342
2016,3,경남,의령,의령군,14,16,874
2016,3,경남,창녕,밀양,1140,883,1291
2016,3,경남,창원의창,북창원,6,14,450
2016,3,경남,함양,산청,146,123,1190
2016,3,경남,합천,합천,159,167,950
2016,3,경북,경산,대구,46,32,1457
2016,3,경북,고령,합천,19,15,1286
2016,3,경북,군위,의성,110,101,1091
2016,3,경북,김천,추풍령,473,307,1540
2016,3,경북,문경,문경,27,16,1706
2016,3,경북,안동,안동,88,73,1201
2016,3,경북,영천,영천,1736,1311,1324
2016,3,경북,의성,의성,1153,867,1329
2016,3,광주,광주서구,광주,32,31,1031
2016,3,대구,달성,대구,118,95,1248
2016,3,대구,대구중구,대구,142,107,1326
2016,3,전남,고흥,고흥,110,133,827
2016,3,전남,무안,목포,6922,5176,1337
2016,3,전남,신안,목포,454,317,1431
2016,3,전남,여수,여수,3,3,888
2016,3,전남,영암,강진군,593,398,1490
2016,3,전남,장흥,장흥,52,54,952
2016,3,전남,함평,영광,2634,1853,1421
2016,3,전남,해남,해남,366,260,1407
2016,3,전북,고창,고창,177,139,1275
2016,3,전북,부안,부안,374,269,1390
2016,3,전북,완주,전주,55,67,828
2016,3,제주,서귀포,서귀포,8,8,1041
2016,3,제주,제주,제주,58,53,1091
2016,3,충남,서산,서산,74,58,1272
2016,4,경기,구리,서울,1069,1217,879
2016,4,경남,거창,거창,32,24,1325
2016,4,경남,의령,의령군,115,69,1664
2016,4,경남,창녕,밀양,474,509,931
2016,4,경남,창원의창,북창원,21,22,970
2016,4,경남,함양,산청,22,29,762
2016,4,경남,합천,합천,94,89,1055
2016,4,경북,경산,대구,142,167,847
2016,4,경북,고령,합천,22,25,880
2016,4,경북,구미,구미,8,14,543
2016,4,경북,군위,의성,63,63,991
2016,4,경북,김천,추풍령,242,180,1346
2016,4,경북,문경,문경,5,3,1435
2016,4,경북,영천,영천,553,504,1097
2016,4,경북,의성,의성,922,812,1136
2016,4,광주,광주서구,광주,32,35,909
2016,4,대구,달성,대구,88,105,842
2016,4,대구,대구중구,대구,201,269,746
2016,4,전남,고흥,고흥,2080,2895,718
2016,4,전남,나주,광주,144,130,1105
2016,4,전남,무안,목포,7291,7136,1022
2016,4,전남,신안,목포,695,837,831
2016,4,전남,여수,여수,298,360,827
2016,4,전남,영암,강진군,941,740,1271
2016,4,전남,장흥,장흥,168,276,609
2016,4,전남,함평,영광,1386,1183,1171
2016,4,전남,해남,해남,397,357,1110
2016,4,전북,고창,고창,683,651,1050
2016,4,전북,부안,부안,3,11,292
2016,4,제주,서귀포,서귀포,838,848,988
2016,4,제주,제주,제주,5495,6520,843
2016,4,충남,논산,부여,0,0,833
2016,4,충남,서산,서산,120,167,717
2016,5,경기,구리,서울,644,1192,541
2016,5,경남,거창,거창,1,2,337
2016,5,경남,밀양,밀양,20,34,597
2016,5,경남,의령,의령군,56,102,544
2016,5,경남,창녕,밀양,497,866,573
2016,5,경남,창원의창,북창원,14,26,522
2016,5,경남,함양,산청,86,136,635
2016,5,경남,합천,합천,78,133,585
2016,5,경북,경산,대구,29,63,459
2016,5,경북,고령,합천,174,286,608
2016,5,경북,구미,구미,13,20,644
2016,5,경북,군위,의성,18,34,536
2016,5,경북,김천,추풍령,4,9,486
2016,5,경북,문경,문경,4,6,703
2016,5,경북,안동,안동,16,27,576
2016,5,경북,영천,영천,103,120,857
2016,5,경북,의성,의성,401,346,1158
2016,5,대구,달성,대구,22,42,524
2016,5,대구,대구중구,대구,360,699,515
2016,5,부산,연제,부산,21,36,578
2016,5,전남,고흥,고흥,792,1604,494
2016,5,전남,나주,광주,6,11,490
2016,5,전남,무안,목포,9298,17400,534
2016,5,전남,신안,목포,420,872,482
2016,5,전남,여수,여수,61,124,490
2016,5,전남,영암,강진군,29,34,864
2016,5,전남,장흥,장흥,290,644,450
2016,5,전남,함평,영광,363,749,485
2016,5,전남,해남,해남,417,862,484
2016,5,전북,고창,고창,293,535,547
2016,5,전북,부안,부안,7,13,514
2016,5,제주,서귀포,서귀포,44,91,487
2016,5,제주,제주,제주,1147,2372,483
2016,5,충남,논산,부여,0,1,882
2016,5,충남,서산,서산,57,122,469
2016,6,경기,구리,서울,571,955,598
2016,6,경남,밀양,밀양,26,51,506
2016,6,경남,의령,의령군,174,278,626
2016,6,경남,창녕,밀양,669,1193,561
2016,6,경남,함양,산청,227,356,638
2016,6,경남,합천,합천,599,1091,549
2016,6,경북,경산,대구,15,28,548
2016,6,경북,고령,합천,214,387,551
2016,6,경북,구미,구미,36,68,537
2016,6,경북,군위,의성,26,62,413
2016,6,경북,김천,추풍령,189,341,556
2016,6,경북,문경,문경,31,42,731
2016,6,경북,안동,안동,12,25,477
2016,6,경북,영천,영천,64,107,602
2016,6,경북,의성,의성,105,99,1061
2016,6,광주,광주서구,광주,0,1,264
2016,6,대구,달성,대구,84,141,597
2016,6,대구,대구중구,대구,251,469,535
2016,6,전남,고흥,고흥,158,316,500
2016,6,전남,나주,광주,27,50,535
2016,6,전남,무안,목포,7646,12228,625
2016,6,전남,신안,목포,474,913,519
2016,6,전남,여수,여수,65,126,515
2016,6,전남,영암,강진군,117,213,552
2016,6,전남,장흥,장흥,190,410,462
2016,6,전남,함평,영광,404,743,544
2016,6,전남,해남,해남,853,1484,574
2016,6,전북,고창,고창,63,117,533
2016,6,전북,부안,부안,21,38,556
2016,6,전북,익산,군산,14,24,556
2016,6,제주,제주,제주,40,91,446
2016,6,충남,논산,부여,11,16,659
2016,6,충남,서산,서산,472,757,624
2016,7,경기,구리,서울,212,406,521
2016,7,경남,거창,거창,61,92,661
2016,7,경남,밀양,밀양,6,14,432
2016,7,경남,의령,의령군,97,167,583
2016,7,경남,창녕,밀양,459,847,542
2016,7,경남,함양,산청,113,193,587
2016,7,경남,합천,합천,231,478,483
2016,7,경북,경산,대구,24,42,576
2016,7,경북,고령,합천,90,180,497
2016,7,경북,구미,구미,28,49,565
2016,7,경북,군위,의성,96,166,578
2016,7,경북,김천,추풍령,184,329,560
2016,7,경북,문경,문경,30,39,763
2016,7,경북,영천,영천,58,103,561
2016,7,경북,의성,의성,95,85,1119
2016,7,대구,달성,대구,97,191,505
2016,7,대구,대구중구,대구,18,42,429
2016,7,부산,연제,부산,3,6,551
2016,7,전남,고흥,고흥,68,163,418
2016,7,전남,나주,광주,10,20,510
2016,7,전남,무안,목포,5707,9229,618
2016,7,전남,신안,목포,90,181,496
2016,7,전남,영암,강진군,22,24,931
2016,7,전남,장흥,장흥,80,188,428
2016,7,전남,함평,영광,705,1174,600
2016,7,전남,해남,해남,478,891,537
2016,7,전북,고창,고창,167,310,540
2016,7,전북,부안,부안,32,58,547
2016,7,전북,완주,전주,11,18,614
2016,7,전북,익산,군산,10,18,543
2016,7,제주,서귀포,서귀포,5,8,611
2016,7,제주,제주,제주,1,3,226
2016,7,충남,논산,부여,271,424,640
2016,7,충남,서산,서산,158,261,604
2016,8,경기,구리,서울,780,1149,679
2016,8,경남,거창,거창,42,57,728
2016,8,경남,밀양,밀양,19,34,567
2016,8,경남,의령,의령군,73,115,629
2016,8,경남,창녕,밀양,608,967,629
2016,8,경남,함양,산청,209,292,714
2016,8,경남,합천,합천,257,366,703
2016,8,경북,경산,대구,28,44,634
2016,8,경북,고령,합천,102,188,545
2016,8,경북,구미,구미,33,54,623
2016,8,경북,군위,의성,323,461,701
2016,8,경북,김천,추풍령,212,313,680
2016,8,경북,문경,문경,21,27,758
2016,8,경북,안동,안동,2,3,675
2016,8,경북,영천,영천,75,94,801
2016,8,경북,의성,의성,280,387,724
2016,8,광주,광주서구,광주,10,15,677
2016,8,대구,달성,대구,91,148,612
2016,8,대구,대구중구,대구,10,23,459
2016,8,부산,연제,부산,7,9,724
2016,8,전남,고흥,고흥,13,30,442
2016,8,전남,나주,광주,12,17,710
2016,8,전남,무안,목포,6362,8406,757
2016,8,전남,신안,목포,635,854,743
2016,8,전남,영암,강진군,58,74,779
2016,8,전남,장흥,장흥,10,26,367
2016,8,전남,함평,영광,1363,1727,789
2016,8,전남,해남,해남,414,633,653
2016,8,전북,고창,고창,165,250,658
2016,8,전북,부안,부안,174,221,789
2016,8,전북,완주,전주,22,31,708
2016,8,전북,익산,군산,63,96,652
2016,8,제주,제주,제주,5,8,626
2016,8,충남,논산,부여,33,50,650
2016,8,충남,서산,서산,168,220,761
2016,9,경기,구리,서울,724,906,800
2016,9,경남,밀양,밀양,35,44,789
2016,9,경남,의령,의령군,32,44,739
2016,9,경남,창녕,밀양,808,1119,722
2016,9,경남,함양,산청,159,203,783
2016,9,경남,합천,합천,278,364,764
2016,9,경북,경산,대구,49,68,710
2016,9,경북,고령,합천,31,44,710
2016,9,경북,구미,구미,35,52,667
2016,9,경북,군위,의성,216,270,799
2016,9,경북,김천,추풍령,77,103,742
2016,9,경북,안동,안동,65,85,760
2016,9,경북,영천,영천,511,638,802
2016,9,경북,의성,의성,135,170,798
2016,9,대구,달성,대구,79,100,791
2016,9,대구,대구중구,대구,83,111,741
2016,9,부산,연제,부산,14,23,610
2016,9,전남,나주,광주,4,8,544
2016,9,전남,무안,목포,6154,7346,838
2016,9,전남,신안,목포,858,1019,843
2016,9,전남,여수,여수,49,82,597
2016,9,전남,영암,강진군,25,25,1023
2016,9,전남,장흥,장흥,14,20,664
2016,9,전남,함평,영광,1120,1333,841
2016,9,전남,해남,해남,805,1135,709
2016,9,전북,고창,고창,161,205,787
2016,9,전북,부안,부안,210,224,934
2016,9,전북,완주,전주,120,161,744
2016,9,전북,익산,군산,26,39,686
2016,9,충남,서산,서산,211,249,848
2016,10,경기,구리,서울,712,922,773
2016,10,경남,거창,거창,13,15,886
2016,10,경남,밀양,밀양,11,14,759
2016,10,경남,의령,의령군,47,50,938
2016,10,경남,창녕,밀양,828,1105,749
2016,10,경남,함양,산청,77,89,863
2016,10,경남,합천,합천,297,364,816
2016,10,경북,경산,대구,17,22,796
2016,10,경북,고령,합천,55,73,751
2016,10,경북,구미,구미,25,30,815
2016,10,경북,군위,의성,126,151,831
2016,10,경북,김천,추풍령,127,154,822
2016,10,경북,문경,문경,16,16,984
2016,10,경북,안동,안동,26,39,676
2016,10,경북,영천,영천,625,729,859
2016,10,경북,의성,의성,207,259,798
2016,10,광주,광주서구,광주,85,95,897
2016,10,대구,달성,대구,144,190,760
2016,10,대구,대구중구,대구,20,28,692
2016,10,전남,고흥,고흥,11,15,700
2016,10,전남,나주,광주,154,177,872
2016,10,전남,무안,목포,6855,7833,875
2016,10,전남,신안,목포,955,1060,902
2016,10,전남,영암,강진군,262,281,932
2016,10,전남,장흥,장흥,9,11,830
2016,10,전남,함평,영광,1034,1164,888
2016,10,전남,해남,해남,814,1073,758
2016,10,전북,고창,고창,282,347,813
2016,10,전북,부안,부안,215,213,1005
2016,10,충남,논산,부여,92,100,920
2016,10,충남,서산,서산,36,43,837
2016,11,경기,구리,서울,676,748,903
2016,11,경남,거창,거창,217,250,870
2016,11,경남,의령,의령군,39,45,869
2016,11,경남,창녕,밀양,845,1049,806
2016,11,경남,함양,산청,130,146,890
2016,11,경남,합천,합천,247,279,887
2016,11,경북,경산,대구,14,18,801
2016,11,경북,고령,합천,23,27,849
2016,11,경북,군위,의성,265,299,886
2016,11,경북,김천,추풍령,291,330,884
2016,11,경북,문경,문경,35,34,1034
2016,11,경북,안동,안동,27,32,858
2016,11,경북,영천,영천,1157,1311,883
2016,11,경북,의성,의성,820,956,858
2016,11,광주,광주서구,광주,258,279,924
2016,11,대구,달성,대구,117,136,863
2016,11,대구,대구중구,대구,39,44,882
2016,11,부산,연제,부산,19,19,994
2016,11,전남,고흥,고흥,2,2,950
2016,11,전남,나주,광주,2,4,568
2016,11,전남,무안,목포,7436,8043,924
2016,11,전남,신안,목포,838,883,949
2016,11,전남,영암,강진군,33,29,1146
2016,11,전남,장흥,장흥,97,118,822
2016,11,전남,함평,영광,1650,1743,946
2016,11,전남,해남,해남,344,406,848
2016,11,전북,고창,고창,215,251,856
2016,11,전북,부안,부안,323,312,1034
2016,11,충남,논산,부여,323,340,949
2016,11,충남,서산,서산,57,61,928
2016,12,경기,구리,서울,598,698,857
2016,12,경남,거창,거창,109,126,860
2016,12,경남,의령,의령군,109,128,853
2016,12,경남,창녕,밀양,838,1017,824
2016,12,경남,함양,산청,142,162,874
2016,12,경남,합천,합천,136,151,906
2016,12,경북,경산,대구,29,31,931
2016,12,경북,고령,합천,13,13,959
2016,12,경북,구미,구미,43,51,846
2016,12,경북,군위,의성,289,319,906
2016,12,경북,김천,추풍령,268,282,952
2016,12,경북,문경,문경,43,41,1056
2016,12,경북,안동,안동,1,1,877
2016,12,경북,영주,영주,95,105,905
2016,12,경북,영천,영천,1113,1245,894
2016,12,경북,의성,의성,525,582,903
2016,12,광주,광주서구,광주,59,69,854
2016,12,대구,달성,대구,28,32,888
2016,12,대구,대구중구,대구,1,2,807
2016,12,부산,연제,부산,5,4,1020
2016,12,전남,무안,목포,6693,7485,894
2016,12,전남,신안,목포,860,974,883
2016,12,전남,영암,강진군,155,157,989
2016,12,전남,함평,영광,1834,1901,965
2016,12,전남,해남,해남,325,437,745
2016,12,전북,고창,고창,121,129,935
2016,12,전북,부안,부안,308,289,1068
2016,12,전북,완주,전주,91,140,650
2016,12,전북,익산,군산,97,102,946
2016,12,충남,논산,부여,206,227,907
2016,12,충남,서산,서산,1,1,1020
2017,1,경기,구리,서울,748,660,1133
2017,1,경남,거창,거창,249,223,1119
2017,1,경남,의령,의령군,103,98,1050
2017,1,경남,창녕,밀양,625,727,860
2017,1,경남,함양,산청,190,171,1110
2017,1,경남,합천,합천,92,92,1006
2017,1,경북,경산,대구,16,14,1105
2017,1,경북,구미,구미,1,1,1129
2017,1,경북,군위,의성,221,228,967
2017,1,경북,김천,추풍령,594,525,1131
2017,1,경북,문경,문경,12,9,1221
2017,1,경북,안동,안동,295,309,954
2017,1,경북,영주,영주,51,48,1065
2017,1,경북,영천,영천,890,751,1185
2017,1,경북,의성,의성,417,399,1044
2017,1,광주,광주서구,광주,226,211,1073
2017,1,대구,달성,대구,40,42,955
2017,1,전남,고흥,고흥,50,45,1108
2017,1,전남,나주,광주,16,24,669
2017,1,전남,무안,목포,5622,5248,1071
2017,1,전남,신안,목포,1611,1393,1157
2017,1,전남,영암,강진군,34,26,1319
2017,1,전남,함평,영광,2242,1944,1153
2017,1,전남,해남,해남,713,832,856
2017,1,전북,고창,고창,230,202,1135
2017,1,전북,부안,부안,363,281,1294
2017,1,전북,익산,군산,113,107,1053
2017,1,충남,논산,부여,242,211,1150
2017,1,충남,서산,서산,1,1,910
2017,2,경기,구리,서울,694,645,1075
2017,2,경남,거창,거창,471,366,1287
2017,2,경남,밀양,밀양,36,29,1254
2017,2,경남,의령,의령군,234,190,1227
2017,2,경남,창녕,밀양,697,619,1127
2017,2,경남,함양,산청,183,167,1092
2017,2,경남,합천,합천,143,122,1169
2017,2,경북,경산,대구,59,49,1217
2017,2,경북,군위,의성,239,202,1185
2017,2,경북,김천,추풍령,546,422,1293
2017,2,경북,문경,문경,42,30,1382
2017,2,경북,영주,영주,82,65,1263
2017,2,경북,영천,영천,969,762,1271
2017,2,경북,의성,의성,101,85,1184
2017,2,광주,광주서구,광주,64,54,1178
2017,2,대구,달성,대구,28,24,1196
2017,2,전남,고흥,고흥,8,11,732
2017,2,전남,나주,광주,98,109,900
2017,2,전남,무안,목포,5851,4831,1211
2017,2,전남,신안,목포,1770,1421,1246
2017,2,전남,영암,강진군,52,33,1573
2017,2,전남,함평,영광,2750,2193,1254
2017,2,전남,해남,해남,347,322,1076
2017,2,전북,고창,고창,399,322,1241
2017,2,전북,부안,부안,347,268,1297
2017,2,전북,익산,군산,61,62,991
2017,2,충남,논산,부여,200,160,1250
2017,2,충남,서산,서산,80,59,1343
2017,3,경기,구리,서울,2003,2021,991
2017,3,경남,거창,거창,333,262,1270
2017,3,경남,밀양,밀양,17,15,1151
2017,3,경남,의령,의령군,52,48,1080
2017,3,경남,창녕,밀양,825,678,1218
2017,3,경남,창원의창,북창원,23,15,1508
2017,3,경남,함양,산청,225,173,1298
2017,3,경남,합천,합천,210,166,1265
2017,3,경북,경산,대구,94,72,1306
2017,3,경북,고령,합천,10,17,594
2017,3,경북,군위,의성,278,189,1469
2017,3,경북,김천,추풍령,697,483,1441
2017,3,경북,문경,문경,56,39,1433
2017,3,경북,안동,안동,19,17,1133
2017,3,경북,영주,영주,70,54,1305
2017,3,경북,영천,영천,1402,1082,1296
2017,3,경북,의성,의성,330,256,1288
2017,3,대구,달성,대구,97,77,1269
2017,3,대구,대구중구,대구,6,5,1381
2017,3,부산,연제,부산,17,10,1672
2017,3,전남,고흥,고흥,32,30,1086
2017,3,전남,나주,광주,38,54,699
2017,3,전남,무안,목포,5618,4503,1248
2017,3,전남,신안,목포,1165,893,1305
2017,3,전남,여수,여수,67,69,976
2017,3,전남,영암,강진군,50,31,1630
2017,3,전남,함평,영광,2806,2083,1347
2017,3,전남,해남,해남,161,135,1193
2017,3,전북,고창,고창,160,136,1172
2017,3,전북,부안,부안,464,343,1354
2017,3,전북,익산,군산,30,15,1999
2017,3,제주,서귀포,서귀포,8,5,1428
2017,3,제주,제주,제주,6,5,1278
2017,3,충남,논산,부여,263,220,1195
2017,3,충남,서산,서산,123,99,1235
2017,4,경기,구리,서울,668,817,817
2017,4,경남,거창,거창,85,74,1146
2017,4,경남,밀양,밀양,34,44,776
2017,4,경남,창녕,밀양,321,332,966
2017,4,경남,함양,산청,125,120,1039
2017,4,경남,합천,합천,260,244,1063
2017,4,경북,경산,대구,21,20,1030
2017,4,경북,고령,합천,200,234,851
2017,4,경북,군위,의성,96,85,1136
2017,4,경북,김천,추풍령,406,348,1169
2017,4,경북,문경,문경,5,3,1508
2017,4,경북,안동,안동,15,20,770
2017,4,경북,영주,영주,115,275,417
2017,4,경북,영천,영천,285,296,961
2017,4,경북,의성,의성,114,101,1134
2017,4,대구,대구중구,대구,67,86,780
2017,4,부산,연제,부산,47,32,1473
2017,4,전남,고흥,고흥,1081,1564,692
2017,4,전남,나주,광주,9,11,764
2017,4,전남,무안,목포,4881,5295,922
2017,4,전남,신안,목포,77,86,893
2017,4,전남,여수,여수,368,449,819
2017,4,전남,영암,강진군,244,257,947
2017,4,전남,장흥,장흥,72,76,939
2017,4,전남,함평,영광,1753,1582,1108
2017,4,전남,해남,해남,165,165,1003
2017,4,전북,고창,고창,779,931,836
2017,4,전북,부안,부안,261,281,929
2017,4,전북,완주,전주,12,14,834
2017,4,전북,익산,군산,36,33,1082
2017,4,제주,서귀포,서귀포,733,879,834
2017,4,제주,제주,제주,4449,5703,780
2017,4,충남,논산,부여,334,283,1180
2017,4,충남,서산,서산,62,87,715
2017,5,경기,구리,서울,1256,1459,861
2017,5,경남,밀양,밀양,46,44,1035
2017,5,경남,의령,의령군,17,18,912
2017,5,경남,창녕,밀양,479,553,867
2017,5,경남,함양,산청,54,59,909
2017,5,경남,합천,합천,187,205,911
2017,5,경북,경산,대구,41,47,862
2017,5,경북,고령,합천,88,95,929
2017,5,경북,군위,의성,18,15,1164
2017,5,경북,김천,추풍령,16,18,890
2017,5,경북,문경,문경,5,5,1040
2017,5,경북,안동,안동,11,11,986
2017,5,경북,영주,영주,73,55,1327
2017,5,경북,영천,영천,253,294,862
2017,5,경북,의성,의성,2,3,566
2017,5,대구,달성,대구,17,21,822
2017,5,대구,대구중구,대구,153,177,866
2017,5,전남,고흥,고흥,1636,1932,847
2017,5,전남,나주,광주,2,3,708
2017,5,전남,무안,목포,13695,15478,885
2017,5,전남,신안,목포,318,387,822
2017,5,전남,여수,여수,86,114,752
2017,5,전남,영암,강진군,207,240,862
2017,5,전남,장흥,장흥,506,589,859
2017,5,전남,함평,영광,1702,1968,865
2017,5,전남,해남,해남,767,888,864
2017,5,전북,고창,고창,308,360,857
2017,5,제주,서귀포,서귀포,90,115,787
2017,5,제주,제주,제주,1557,1952,798
2017,5,충남,논산,부여,279,333,839
2017,5,충남,서산,서산,151,175,860
2017,6,경기,구리,서울,804,902,891
2017,6,경남,거창,거창,66,72,911
2017,6,경남,밀양,밀양,51,64,796
2017,6,경남,의령,의령군,210,221,953
2017,6,경남,창녕,밀양,674,777,867
2017,6,경남,함양,산청,125,128,976
2017,6,경남,합천,합천,417,492,847
2017,6,경북,경산,대구,73,91,806
2017,6,경북,고령,합천,315,375,839
2017,6,경북,구미,구미,41,45,914
2017,6,경북,군위,의성,91,99,927
2017,6,경북,김천,추풍령,89,113,790
2017,6,경북,문경,문경,26,25,1036
2017,6,경북,안동,안동,27,32,850
2017,6,경북,영주,영주,48,35,1354
2017,6,경북,영천,영천,114,115,988
2017,6,경북,의성,의성,22,26,848
2017,6,대구,달성,대구,159,192,830
2017,6,대구,대구중구,대구,76,88,862
2017,6,전남,고흥,고흥,24,29,807
2017,6,전남,나주,광주,81,85,954
2017,6,전남,무안,목포,11355,12354,919
2017,6,전남,신안,목포,422,472,895
2017,6,전남,여수,여수,56,65,865
2017,6,전남,영암,강진군,145,133,1093
2017,6,전남,장흥,장흥,619,735,842
2017,6,전남,함평,영광,851,891,956
2017,6,전남,해남,해남,1047,1232,850
2017,6,전북,고창,고창,138,174,789
2017,6,전북,부안,부안,272,280,970
2017,6,전북,완주,전주,130,140,928
2017,6,전북,익산,군산,116,139,835
2017,6,제주,제주,제주,261,279,935
2017,6,충남,논산,부여,306,379,808
2017,6,충남,서산,서산,660,723,913
2017,7,경기,구리,서울,1133,1106,1025
2017,7,경남,거창,거창,60,67,897
2017,7,경남,밀양,밀양,30,34,883
2017,7,경남,의령,의령군,15,17,901
2017,7,경남,창녕,밀양,580,579,1002
2017,7,경남,함양,산청,661,603,1095
2017,7,경남,합천,합천,192,189,1017
2017,7,경북,경산,대구,24,24,967
2017,7,경북,고령,합천,139,135,1030
2017,7,경북,구미,구미,123,120,1025
2017,7,경북,군위,의성,89,87,1026
2017,7,경북,김천,추풍령,176,167,1056
2017,7,경북,문경,문경,119,106,1120
2017,7,경북,안동,안동,49,51,960
2017,7,경북,영주,영주,165,156,1059
2017,7,경북,영천,영천,45,45,1001
2017,7,경북,의성,의성,50,50,994
2017,7,대구,달성,대구,94,98,957
2017,7,대구,대구중구,대구,34,33,1042
2017,7,전남,고흥,고흥,3,4,764
2017,7,전남,나주,광주,51,54,944
2017,7,전남,무안,목포,4797,4842,991
2017,7,전남,신안,목포,820,822,997
2017,7,전남,영암,강진군,32,21,1521
2017,7,전남,장흥,장흥,20,31,646
2017,7,전남,함평,영광,1792,1751,1023
2017,7,전남,해남,해남,267,336,795
2017,7,전북,고창,고창,240,250,962
2017,7,전북,부안,부안,146,140,1041
2017,7,전북,완주,전주,320,310,1032
2017,7,제주,제주,제주,32,31,1015
2017,7,충남,논산,부여,397,390,1016
2017,7,충남,서산,서산,253,287,882
2017,8,경남,거창,거창,113,117,968
2017,8,경남,밀양,밀양,67,85,780
2017,8,경남,의령,의령군,91,87,1048
2017,8,경남,창녕,밀양,663,606,1094
2017,8,경남,창원의창,북창원,5,5,1109
2017,8,경남,함양,산청,836,751,1113
2017,8,경남,합천,합천,229,200,1146
2017,8,경북,경산,대구,10,8,1197
2017,8,경북,고령,합천,29,25,1185
2017,8,경북,구미,구미,72,64,1132
2017,8,경북,군위,의성,13,12,1033
2017,8,경북,김천,추풍령,464,406,1143
2017,8,경북,문경,문경,53,40,1322
2017,8,경북,안동,안동,28,24,1174
2017,8,경북,영주,영주,138,123,1119
2017,8,경북,영천,영천,141,126,1120
2017,8,경북,의성,의성,40,39,1043
2017,8,대구,달성,대구,98,85,1149
2017,8,전남,고흥,고흥,37,39,945
2017,8,전남,나주,광주,240,222,1080
2017,8,전남,무안,목포,4113,3767,1092
2017,8,전남,신안,목포,1050,950,1106
2017,8,전남,영암,강진군,41,26,1569
2017,8,전남,장흥,장흥,45,59,767
2017,8,전남,함평,영광,2955,2837,1042
2017,8,전남,해남,해남,399,382,1045
2017,8,전북,고창,고창,317,341,928
2017,8,전북,부안,부안,512,502,1019
2017,8,전북,완주,전주,137,125,1096
2017,8,제주,제주,제주,26,24,1075
2017,8,충남,논산,부여,298,255,1169
2017,8,충남,서산,서산,47,61,768
