지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일조시간(hr)
135,추풍령,2014-10,12.6,23.5,-.5,121.1,207.9
135,추풍령,2014-11,7.1,17.2,-3.3,78.7,160.5
135,추풍령,2014-12,-2.4,8.8,-12.6,32,169.6
135,추풍령,2015-01,-1.1,8.5,-10.5,34.3,177.9
135,추풍령,2015-02,.5,10.5,-12.1,30.4,175.3
135,추풍령,2015-03,5.8,23.6,-7.5,47.7,260.3
135,추풍령,2015-04,11.7,27.1,.6,100.7,174.4
135,추풍령,2015-05,18.1,31.8,3.1,23.7,294.8
135,추풍령,2015-06,21,31.9,7.4,83.8,195.1
135,추풍령,2015-07,23.3,34.6,12.6,148.3,167.7
135,추풍령,2015-08,23.8,34.8,15.5,89.4,195.4
135,추풍령,2015-09,18.7,28.8,8.7,24.2,209.2
135,추풍령,2015-10,13.8,25.2,-.9,79.1,248
135,추풍령,2015-11,8.5,20.2,-2.8,127.6,76.8
135,추풍령,2015-12,1.9,11.8,-8.2,39.8,140.3
135,추풍령,2016-01,-2.3,14.2,-16.8,18.9,182.7
135,추풍령,2016-02,.4,13.6,-10.7,34.2,187.7
135,추풍령,2016-03,6.2,20.1,-7.9,57.5,220.6
135,추풍령,2016-04,13.4,26,1.8,155.8,208.7
135,추풍령,2016-05,18,30.4,6.6,60.1,286.1
135,추풍령,2016-06,21.7,31.5,8.7,45.5,199.5
135,추풍령,2016-07,24.6,33.8,17.4,304.4,189.7
135,추풍령,2016-08,25.5,35.6,14.4,90.6,248.9
135,추풍령,2016-09,20,30.5,8.8,187.2,120.5
135,추풍령,2016-10,14.2,24.8,.7,123.8,129.8
135,추풍령,2016-11,6,19.1,-6.2,30.2,171.1
135,추풍령,2016-12,1.5,13.9,-8.9,38.9,163.9
135,추풍령,2017-01,-1.2,12.1,-11.8,20.4,192.9
135,추풍령,2017-02,.3,15.3,-8.2,45,224.3
135,추풍령,2017-03,5.5,18.7,-4.9,30.9,238.2
135,추풍령,2017-04,13.4,28.3,.3,64.7,252.1
135,추풍령,2017-05,18.1,31.7,6.8,21.3,290.7
135,추풍령,2017-06,21.5,32.7,10.7,60.6,254.4
135,추풍령,2017-07,25.2,33.8,16,273.4,140.2
135,추풍령,2017-08,24,34.6,13.4,208.2,190.6
135,추풍령,2017-09,18.8,28.1,5.2,105.9,218
135,추풍령,2017-10,13.7,27.1,-1.8,48.2,173.3
135,추풍령,2017-11,5.4,20.4,-6.3,17.2,212.3
135,추풍령,2017-12,-1.6,11,-12.1,26,187.7
135,추풍령,2018-01,-3.4,10.2,-15.9,29.2,202.5
135,추풍령,2018-02,-1.4,13,-14.6,44.3,212
135,추풍령,2018-03,7.1,23.5,-6.3,127.7,215.9
135,추풍령,2018-04,12.7,30.9,-1.4,132,241.4
135,추풍령,2018-05,17.3,30.4,5.6,81.1,213.8
135,추풍령,2018-06,21.6,32.6,11.8,89.6,210.7
135,추풍령,2018-07,25.9,36.4,14.7,123.8,244.3
135,추풍령,2018-08,26.3,36.7,14.8,335.4,212.1
135,추풍령,2018-09,19,27.3,6.6,92.3,172.9
135,추풍령,2018-10,11.5,23.1,.3,196.4,227
135,추풍령,2018-11,6.6,19.8,-4.8,24.4,185
135,추풍령,2018-12,-.4,14.9,-14,28,190.2
135,추풍령,2019-01,-.6,8.1,-11.2,7.7,215.1
135,추풍령,2019-02,1.2,13.1,-9.5,31.1,207.7
135,추풍령,2019-03,6.7,21.8,-4.5,33.5,242.1
135,추풍령,2019-04,11.4,26.3,-4.7,91.7,214.7
135,추풍령,2019-05,18.1,32.7,2,46.3,312.1
135,추풍령,2019-06,20.8,31.6,10,116.5,256.8
135,추풍령,2019-07,23.6,33,15,185.4,185.7
135,추풍령,2019-08,24.9,33.8,16.2,218.1,233.4
135,추풍령,2019-09,20.3,30.8,10.1,191.8,168.3
135,추풍령,2019-10,14.2,26.9,1.2,179.4,221
135,추풍령,2019-11,7.3,20.7,-6,35.4,121.7
135,추풍령,2019-12,1,12.6,-9.3,27.2,170.5
135,추풍령,2020-01,1.4,12.3,-8.2,71,122
135,추풍령,2020-02,2.2,15.8,-11.2,68.2,178.2
135,추풍령,2020-03,7.1,23.4,-6.2,21,236.7
135,추풍령,2020-04,10.2,25.8,-1.2,39.7,264.3
135,추풍령,2020-05,17.1,29.7,5,65.3,218
135,추풍령,2020-06,22.2,33.6,10.7,182.8,197
135,추풍령,2020-07,21.4,29.6,15.3,499.3,73.5
135,추풍령,2020-08,25.4,32.9,19.6,333.5,151.8
135,추풍령,2020-09,18.7,27.5,8.1,226.8,147.2
135,추풍령,2020-10,12.4,24.4,-.3,5,224
135,추풍령,2020-11,7.2,21.7,-3.4,38.3,168.1
135,추풍령,2020-12,-.8,11.8,-13.5,3.1,186.7
135,추풍령,2021-01,-2.3,13.5,-17.4,18.2,177.3
135,추풍령,2021-02,2.6,22.1,-10.5,14.8,195.3
135,추풍령,2021-03,7.9,22,-5.2,83.8,195.6
135,추풍령,2021-04,12.5,27.3,-.5,43.8,221.7
135,추풍령,2021-05,15.6,28.5,1.7,165.7,156.8
135,추풍령,2021-06,20.9,30.6,8.5,50.8,182.2
135,추풍령,2021-07,24.9,33.7,16.3,217.1,191.1
135,추풍령,2021-08,23.4,33.4,17.5,285.6,118.3
135,추풍령,2021-09,19.8,28.9,11.6,161.2,123.6
136,안동,2014-01,-.6,11.4,-13.3,1.1,214.7
136,안동,2014-02,1.9,17.9,-11.8,6.1,148.8
136,안동,2014-03,7.5,25.5,-6.3,80.9,219.1
136,안동,2014-04,13.9,27.2,1.4,60,227.1
136,안동,2014-05,18.6,34.9,3.8,22.9,310.5
136,안동,2014-06,21.7,32.2,14.4,49.5,185.7
136,안동,2014-07,25.4,35.6,17.8,69.4,206.5
136,안동,2014-08,23.2,34.1,14.4,348.8,135.8
136,안동,2014-09,20,29.9,11.2,121.5,190.3
136,안동,2014-10,13.2,25.2,1.4,140.5,202.3
136,안동,2014-11,7.1,18.4,-5.1,49.9,176.4
136,안동,2014-12,-2.4,10,-13.4,9.8,216.9
136,안동,2015-01,-.8,10.3,-13.1,15.8,219.5
136,안동,2015-02,1.2,12,-12.5,17.7,212.9
136,안동,2015-03,6.6,22.9,-7.9,39.3,289.4
136,안동,2015-04,12.6,28.9,1.4,66.5,190
136,안동,2015-05,19.3,33.1,4.9,26.1,316.6
136,안동,2015-06,22,33.9,11,135.4,221.4
136,안동,2015-07,24.6,35.1,15.7,123.5,215.6
136,안동,2015-08,24.9,37.2,17.3,161.2,233.7
136,안동,2015-09,19.8,30.1,9.8,11.6,206.7
136,안동,2015-10,14.1,27.1,-3.5,44.7,252.3
136,안동,2015-11,9,20.9,-3.7,91.7,87.9
136,안동,2015-12,1.9,12.2,-11.4,21.6,158
136,안동,2016-01,-2.3,13,-15.7,6.8,221
136,안동,2016-02,.8,18.1,-13,32.8,218.9
136,안동,2016-03,7.1,21.6,-8.2,45.8,235.1
136,안동,2016-04,14,27.3,1.8,126.3,240
136,안동,2016-05,19,31.1,5.5,51.4,313.5
136,안동,2016-06,23.2,33.1,10.7,43.4,253.9
136,안동,2016-07,25.4,35.6,18.1,274.5,229.7
136,안동,2016-08,26.7,37.8,13,38,289.3
136,안동,2016-09,21,31.1,9.6,166.8,107.7
136,안동,2016-10,15,27.8,3.1,83.8,138.5
136,안동,2016-11,6.7,20.2,-6.3,16.6,177.5
136,안동,2016-12,1.7,13.3,-10,48.2,187.5
136,안동,2017-01,-1,12.5,-14.5,3.8,226.8
136,안동,2017-02,1,14.7,-9.7,25.2,234.5
136,안동,2017-03,6.2,20.3,-5.1,27.4,246.8
136,안동,2017-04,14.1,30.6,1.6,83,276.2
136,안동,2017-05,19.4,33.5,7.8,22,306.7
136,안동,2017-06,22.3,35.3,9.9,24,304.3
136,안동,2017-07,26.1,35.1,17.2,454.4,201.3
136,안동,2017-08,25.1,36.6,13.2,129.2,226.2
136,안동,2017-09,20,29.6,7.7,91.6,242.7
136,안동,2017-10,14.7,28,-2.1,68.5,194.5
136,안동,2017-11,5.5,20.2,-6.6,.3,238.6
136,안동,2017-12,-1.7,10.4,-14.2,9.4,242.6
136,안동,2018-01,-3.1,10.8,-18.2,15.1,233.7
136,안동,2018-02,-.7,14.3,-15,18.3,239.6
136,안동,2018-03,7.9,23.7,-5.3,93.5,243.7
136,안동,2018-04,13.8,31.4,.3,148.7,251.7
136,안동,2018-05,18.4,31.5,3.2,98.1,235.8
136,안동,2018-06,22.7,34.5,12.7,48.5,224.2
136,안동,2018-07,27.5,38.9,14.3,154,275.6
136,안동,2018-08,27.3,38.8,17.5,249.9,241.1
136,안동,2018-09,19.8,29.7,9.5,93.7,177.4
136,안동,2018-10,12.3,25.2,.4,108.8,213.1
136,안동,2018-11,6.8,20.3,-4.4,29.8,158.5
136,안동,2018-12,-.2,14.9,-13.9,19.6,204
136,안동,2019-01,-.7,10.8,-11.6,3.6,234.2
136,안동,2019-02,2,14.5,-8,30.1,196.4
136,안동,2019-03,6.8,22.3,-4.2,33.2,238.4
136,안동,2019-04,11.7,25.6,-2.8,86.2,215.3
136,안동,2019-05,18.8,32.7,3,49.5,310.3
136,안동,2019-06,21.5,32.7,10.5,88.7,241.8
136,안동,2019-07,24.7,33.3,15.8,106.7,179.9
136,안동,2019-08,25.8,36.9,16.1,126.1,228.9
136,안동,2019-09,21.2,32.6,11.8,156.4,146
136,안동,2019-10,14.7,27.6,1.8,133,192.3
136,안동,2019-11,7.3,21.1,-5.6,34.5,179.8
136,안동,2019-12,.8,11.9,-10.7,19.8,187
136,안동,2020-01,1.5,11.4,-8.7,50.5,171.8
136,안동,2020-02,2.5,16.6,-12.5,58.6,212.7
136,안동,2020-03,7.6,22.9,-6.6,11,252.4
136,안동,2020-04,10.8,26.6,-2.3,22.1,284.4
136,안동,2020-05,17.8,30.8,7,71.9,248
136,안동,2020-06,23.3,35.7,12.6,123.4,244.1
136,안동,2020-07,22.3,31.2,16.1,412.1,120.7
136,안동,2020-08,26.6,34.9,20.5,300.4,175.9
136,안동,2020-09,19.6,28.3,10.5,124.3,161.8
136,안동,2020-10,12.7,24.9,-.2,1.5,214.9
136,안동,2020-11,7.2,22.3,-4.5,35,186
136,안동,2020-12,-1.2,11.6,-14.7,1,215.3
136,안동,2021-01,-2.2,11.5,-15.8,6,212.2
136,안동,2021-02,2.6,23.2,-11.2,13.8,224.8
136,안동,2021-03,8.3,22.3,-3.5,110.6,221.8
136,안동,2021-04,13,28.5,.3,107.3,243.8
136,안동,2021-05,16.1,29.6,3.7,143.8,199.5
136,안동,2021-06,21.8,31.1,11.6,58.2,205.9
136,안동,2021-07,26,35.2,17.7,127.5,237.5
136,안동,2021-08,24.3,36,18.6,188.9,134
136,안동,2021-09,20.4,29.3,13.8,132.5,165.7
137,상주,2014-01,-.1,10.5,-11,7.7,205.4
137,상주,2014-02,1.6,16.4,-9.4,7.4,140.6
137,상주,2014-03,7.7,25.5,-5.1,88.2,211
137,상주,2014-04,13.6,27.2,-.6,73.3,217.2
137,상주,2014-05,19,35.8,3.7,25.6,316.2
137,상주,2014-06,22.1,31.9,14.8,79.9,174.6
137,상주,2014-07,25,34.5,17.5,107.1,189.3
137,상주,2014-08,23.1,33,13.8,433.3,127
137,상주,2014-09,19.9,29.9,9.1,116.7,183.8
137,상주,2014-10,13,25.6,1.4,161.3,200.2
137,상주,2014-11,8.2,19.7,-2.7,64.5,168.3
137,상주,2014-12,-1.1,10.7,-11.7,19.9,191.9
137,상주,2015-01,.2,10.3,-8.7,26.1,181.9
137,상주,2015-02,2,12.2,-11.1,39,186.6
137,상주,2015-03,7.6,24.9,-6.4,43.5,269.2
137,상주,2015-04,13.1,28.9,2.6,90,179.3
137,상주,2015-05,20.2,33.7,6.1,18,308
137,상주,2015-06,22.9,34.3,9.9,125.2,213.3
137,상주,2015-07,25,36.3,15.2,150.7,203.6
137,상주,2015-08,25.6,36.6,17.6,45,219.8
137,상주,2015-09,20.3,30.2,10.4,30.9,207.7
137,상주,2015-10,15,27.3,-.5,69.1,238.4
137,상주,2015-11,9.7,21.4,-1.8,120.7,82
137,상주,2015-12,2.6,12.1,-7.4,42.1,145.8
137,상주,2016-01,-.9,14,-15.1,11.7,185
137,상주,2016-02,1.6,14.2,-6.9,36.6,178.7
137,상주,2016-03,8,22.4,-6.4,56.3,211.4
137,상주,2016-04,14.7,29.5,3.5,164.4,209
137,상주,2016-05,19.8,32.1,8.4,52.8,280.8
137,상주,2016-06,23.7,33.8,11.3,47,204.2
137,상주,2016-07,25.9,35.9,19.3,313.6,165.6
137,상주,2016-08,27.1,37.2,15.6,116.3,249.6
137,상주,2016-09,21.3,31.9,10.4,162,113.2
137,상주,2016-10,15.3,28.8,3.6,106.2,114.4
137,상주,2016-11,7.1,20.9,-4.8,22.9,159.2
137,상주,2016-12,2.5,14.4,-6.4,46.4,149.6
137,상주,2017-01,.1,13.5,-9.8,10.2,195.4
137,상주,2017-02,1.7,16.2,-7.2,33.5,208.5
137,상주,2017-03,7.3,20.7,-3,20.2,229.9
137,상주,2017-04,15,30.8,2.3,60.8,245.3
137,상주,2017-05,20.2,34,7.8,20.2,282.4
137,상주,2017-06,23.4,36.6,11.7,63.4,261
137,상주,2017-07,26.5,35.3,17.9,404.8,138.6
137,상주,2017-08,25.2,35.7,15.1,158.4,187.3
137,상주,2017-09,20.1,29.7,7.1,102.7,207
137,상주,2017-10,14.9,27.7,.1,54.6,155.5
137,상주,2017-11,6.4,21.7,-5.4,4.1,204
137,상주,2017-12,-.7,11.1,-11.2,20.4,193.3
137,상주,2018-01,-2.3,10.6,-14.9,24,191.9
137,상주,2018-02,0,15.3,-13.2,36.9,198.4
137,상주,2018-03,8.5,25,-4.9,123.1,198.1
137,상주,2018-04,14.3,32,.7,141.4,236.6
137,상주,2018-05,18.7,32.2,6.3,105.1,211.9
137,상주,2018-06,23.3,35.2,12.8,76.9,205.2
137,상주,2018-07,27.3,38,15.7,131.3,245.8
137,상주,2018-08,27.5,38.5,16.6,342.8,210.3
137,상주,2018-09,20,29.6,8,133.8,158.9
137,상주,2018-10,12.5,25.5,2.2,180.3,202.8
137,상주,2018-11,7.3,21.1,-3.3,29.8,156.1
137,상주,2018-12,.4,14,-12.8,31.8,185.1
137,상주,2019-01,.6,10.3,-8.7,2.5,206.9
137,상주,2019-02,2.4,15.1,-6.6,37.8,188.4
137,상주,2019-03,7.7,23.6,-2.7,26.8,216.9
137,상주,2019-04,12.5,27.7,-2.9,112.2,201.4
137,상주,2019-05,19.6,33.2,4.4,46.3,294.9
137,상주,2019-06,22,33.4,12.5,109.5,224.9
137,상주,2019-07,24.8,33.7,15.5,221.2,128.6
137,상주,2019-08,26.1,35.2,17.2,106.7,198.8
137,상주,2019-09,21.1,31.2,11.3,159.5,124.8
137,상주,2019-10,15,28.2,2.2,178.4,175.3
137,상주,2019-11,7.9,22.5,-5,34.2,171.1
137,상주,2019-12,1.4,12.8,-8,27.4,178.5
137,상주,2020-01,2.3,11.6,-7.6,60.9,145.4
137,상주,2020-02,3.1,16.9,-10,79.6,185.3
137,상주,2020-03,8.2,25.2,-4.2,13.3,244.9
137,상주,2020-04,11.7,27.9,1.2,36.3,272.6
137,상주,2020-05,18.4,31.8,7.4,106.5,230.7
137,상주,2020-06,23.6,35,14.1,192.2,213.1
137,상주,2020-07,22.4,31.9,16.7,466.7,103.9
137,상주,2020-08,26.6,33.9,20.2,428.6,158.4
137,상주,2020-09,19.8,29,9.3,147.3,151
137,상주,2020-10,13.4,25.8,1.7,2.7,207.7
137,상주,2020-11,8,20.8,-1.9,27.9,169.3
137,상주,2020-12,-.1,12,-13,1.7,189.6
137,상주,2021-01,-1.8,12.7,-16.3,16.5,182.1
137,상주,2021-02,3.2,24,-9.7,9.7,202.2
137,상주,2021-03,8.9,23.8,-3.8,98.4,203
137,상주,2021-04,13.6,29,1.6,70.5,227.3
137,상주,2021-05,16.7,29.8,4.6,166.5,201
137,상주,2021-06,22.5,32,12.1,57,210.8
137,상주,2021-07,26.2,34.7,19,216.1,219.9
137,상주,2021-08,24.4,34.5,18.8,324.9,131.2
137,상주,2021-09,20.6,29.4,13.3,188.8,130.5
138,포항,2014-01,3.4,15.9,-6.3,15,221.6
138,포항,2014-02,4.5,21.5,-6.3,117.8,110.8
138,포항,2014-03,9.2,25.9,-1.5,129.9,199.5
138,포항,2014-04,14.4,27.6,3.9,121.6,213.6
138,포항,2014-05,20,34.2,9.1,20.4,298.2
138,포항,2014-06,21.5,32.5,14.9,88.4,144.1
138,포항,2014-07,25.9,36,19.2,90,202.3
138,포항,2014-08,23.9,33.8,18,453,108.9
138,포항,2014-09,21.9,31.5,14.8,116.8,197
138,포항,2014-10,16.9,25,9.3,127.9,216.6
138,포항,2014-11,11.3,20.2,1,49.5,184.2
138,포항,2014-12,1.7,13.3,-8.3,7.9,214.8
138,포항,2015-01,3,12.8,-5.9,24.1,139.1
138,포항,2015-02,4.2,15.6,-9.3,12,183.8
138,포항,2015-03,8.8,23.9,-5.4,50,272.3
138,포항,2015-04,13.6,30,4.1,116.3,179.3
138,포항,2015-05,20.2,32.2,10.6,30.6,291.4
138,포항,2015-06,21.1,31.8,12.7,102.5,173.4
138,포항,2015-07,24.4,37,17.5,132.3,193
138,포항,2015-08,26,37.5,19.5,143.6,210.7
138,포항,2015-09,21.3,29.3,15.1,105.7,200.7
138,포항,2015-10,16.9,25.9,4.1,28.3,257.7
138,포항,2015-11,12.2,22.4,0,133.3,100.3
138,포항,2015-12,6.3,15.5,-4,40.8,151.6
138,포항,2016-01,1.5,16,-12.3,47.2,202.1
138,포항,2016-02,4.2,18,-5.3,14.4,213.3
138,포항,2016-03,9.1,22.7,-4.7,69.8,199.8
138,포항,2016-04,14.9,27.3,5,155.2,201.5
138,포항,2016-05,19.8,31,10.9,39.4,284.2
138,포항,2016-06,22.8,32.7,14.2,52.5,178.1
138,포항,2016-07,25.9,36.5,18.6,113.2,183.7
138,포항,2016-08,27.5,39.3,17.5,181.5,278.4
138,포항,2016-09,22.4,32,17,522.3,108.7
138,포항,2016-10,17.7,28.2,8.1,257.7,142.9
138,포항,2016-11,10.5,21,-.5,20.9,175.2
138,포항,2016-12,6.2,18.6,-4.5,41.3,185.2
138,포항,2017-01,2.9,12.9,-8,7.4,220.7
138,포항,2017-02,4.6,17.8,-5.9,27.8,225.2
138,포항,2017-03,8.6,19.4,-1.9,13.4,242.8
138,포항,2017-04,16.1,31.3,3.6,79.6,250
138,포항,2017-05,20.6,32.5,10,19.8,286.6
138,포항,2017-06,21.9,34.5,13.9,12.8,283.9
138,포항,2017-07,27.4,38.6,20.9,74.2,169.9
138,포항,2017-08,26.1,35.5,18.2,209,204.2
138,포항,2017-09,22.1,31.1,12.7,138.2,220.5
138,포항,2017-10,17.5,29.3,6.1,81.5,154.2
138,포항,2017-11,10,23,-1.7,.1,250.1
138,포항,2017-12,2.2,13.7,-8,10.5,247.1
138,포항,2018-01,.6,13.3,-12.9,20,223.9
138,포항,2018-02,2.5,15.3,-10.3,33.5,224.5
138,포항,2018-03,10.2,25.9,-2.2,153.7,222.1
138,포항,2018-04,15.5,33,2.8,106.5,259.6
138,포항,2018-05,18.7,32.6,9.9,71.6,222.9
138,포항,2018-06,23.3,34.6,14.4,89.1,218.7
138,포항,2018-07,27.3,37.2,17.6,164.1,257.1
138,포항,2018-08,27.7,39.4,19.5,175.4,223.9
138,포항,2018-09,21.9,30.6,13.5,160,127.9
138,포항,2018-10,15.5,26.3,6,261.6,238.5
138,포항,2018-11,10.9,21.6,.6,17.7,197.7
138,포항,2018-12,4,19.7,-8.3,31.1,178.6
138,포항,2019-01,3.6,13.5,-5.1,17.7,230
138,포항,2019-02,5.5,16.2,-4,22.7,193.2
138,포항,2019-03,10.3,24.1,.3,27.6,246.7
138,포항,2019-04,13.5,27,2.2,95.4,215.2
138,포항,2019-05,20.8,35.1,8.4,14.7,298.9
138,포항,2019-06,21.6,32.4,14.6,190.1,229.5
138,포항,2019-07,26,36.5,19.9,94.9,178.7
138,포항,2019-08,27,36.1,21,231.7,230.2
138,포항,2019-09,23,31.4,13.9,273.6,135.4
138,포항,2019-10,18,27.9,7.3,381.9,205.5
138,포항,2019-11,11.6,21.8,1.5,47.2,177.5
138,포항,2019-12,5.4,17.6,-5,27.6,198.5
138,포항,2020-01,5.3,14.8,-4.5,152.3,149.7
138,포항,2020-02,6,17.8,-6.6,59.9,209
138,포항,2020-03,10,24.1,-.3,29.4,236.2
138,포항,2020-04,13,27.8,3.9,45.5,280.1
138,포항,2020-05,18.9,31,10.1,41.7,261.3
138,포항,2020-06,23.7,35.6,16,112.9,262.1
138,포항,2020-07,22.6,33.5,16.2,346.1,110.5
138,포항,2020-08,28.6,36.9,21,180,224.6
138,포항,2020-09,21.6,30.9,13.6,246.7,165.1
138,포항,2020-10,16.4,26.9,6,4,238.5
138,포항,2020-11,11.3,24.9,.7,20.4,189.9
138,포항,2020-12,3.3,15.3,-10.1,0,230.2
138,포항,2021-01,1.8,16.7,-12.6,26.9,214.3
138,포항,2021-02,6.2,24.9,-8.3,15.5,216.7
138,포항,2021-03,10.7,21,0,88.6,196.2
138,포항,2021-04,13.9,25.1,3.8,69.8,250.6
138,포항,2021-05,18,30.1,9.4,109.8,220.8
138,포항,2021-06,22.2,32.1,15.4,36.6,210.9
138,포항,2021-07,26.5,35.3,20.1,203.7,230.3
138,포항,2021-08,25.9,35.2,20.4,449.9,149.7
138,포항,2021-09,22.9,29.9,18.2,196.5,144.7
140,군산,2014-01,.6,11.5,-8.8,6.9,200.1
140,군산,2014-02,2.8,17.6,-7.4,9.1,151.1
140,군산,2014-03,7,24,-4,89.9,212.1
140,군산,2014-04,12.5,25.5,.8,97.7,226.7
140,군산,2014-05,17.3,31.1,6.3,58.2,280.5
140,군산,2014-06,22.1,29.5,16.1,82.4,221.9
140,군산,2014-07,24.9,35.3,18.9,113.2,155.1
140,군산,2014-08,23.7,31.5,18.5,293.2,113.4
140,군산,2014-09,21.3,30.3,14,128.2,210.8
140,군산,2014-10,15.5,28.3,2.9,128.7,230.6
140,군산,2014-11,8.9,17.8,-1,69,163.6
140,군산,2014-12,-.2,10.8,-8.3,64.5,139.7
140,군산,2015-01,.5,11.4,-9.1,41.4,174.3
140,군산,2015-02,2,12.2,-8.9,25.8,161.5
140,군산,2015-03,5.6,18.6,-5.4,44,248.4
140,군산,2015-04,12.3,25.1,3.5,114.9,182.1
140,군산,2015-05,17.2,30.3,5.7,45.7,268.4
140,군산,2015-06,21.5,32.1,12.6,120.4,196.2
140,군산,2015-07,24.4,33.8,16.4,113,166.7
140,군산,2015-08,25.6,34.7,19.2,31,224.6
140,군산,2015-09,21.2,30.1,13.4,66.9,235.9
140,군산,2015-10,15.6,25.2,2.9,99.3,231.6
140,군산,2015-11,10.6,20.1,-1.5,150.1,78.7
140,군산,2015-12,4.1,13.4,-5.3,43.3,138.8
140,군산,2016-01,-.5,12.7,-13.8,42.4,130.3
140,군산,2016-02,2.2,20.5,-8.2,46.1,181.3
140,군산,2016-03,6.6,22.4,-5.6,24.1,234.1
140,군산,2016-04,13,24,4.2,166.6,206.4
140,군산,2016-05,18.2,29.6,8.6,102.9,272.3
140,군산,2016-06,22.2,29.2,15.2,37.4,203.6
140,군산,2016-07,26,34,19.3,327.2,202.7
140,군산,2016-08,27.1,34.9,15.9,10,268.4
140,군산,2016-09,22.3,32.5,14.7,192.1,169.8
140,군산,2016-10,16.2,29.5,3.8,112.3,142.3
140,군산,2016-11,8.4,21.8,-2.6,31.9,173.2
140,군산,2016-12,3.6,16.4,-7,51.4,167.3
140,군산,2017-01,.5,12.3,-10,16.9,183.4
140,군산,2017-02,1.5,15.4,-7.4,36.8,204.8
140,군산,2017-03,5.7,17.3,-3.3,12.8,247.1
140,군산,2017-04,12.9,26.2,.8,61.6,250.8
140,군산,2017-05,17.9,28.5,10.2,39.3,280.3
140,군산,2017-06,21.9,31.2,11.7,37,246
140,군산,2017-07,26.6,33.1,21.9,221.1,124.3
140,군산,2017-08,25.8,36.2,14.9,164.7,211.4
140,군산,2017-09,21,29.6,10.1,90.2,224.7
140,군산,2017-10,15.8,26.5,2.1,28,195.7
140,군산,2017-11,7.2,21.5,-3.2,19.1,203.1
140,군산,2017-12,.9,13.1,-10,46.9,178.5
140,군산,2018-01,-1.8,9.3,-15,27.4,176.8
140,군산,2018-02,-.1,12.3,-13.6,33.5,194.1
140,군산,2018-03,7.8,23.7,-5.1,96.3,197.8
140,군산,2018-04,12.6,24.9,.1,122,225.2
140,군산,2018-05,17.7,28.6,9.9,139.6,203.8
140,군산,2018-06,22,32.8,14.8,101.1,229.2
140,군산,2018-07,26.9,35.7,19.3,316.3,285.7
140,군산,2018-08,27.7,37.1,19,495.9,245.5
140,군산,2018-09,21.2,30.6,11,77.5,202.1
140,군산,2018-10,13.6,25.5,4.7,138.1,235.1
140,군산,2018-11,8.7,18.3,.4,52,186.3
140,군산,2018-12,1.9,16.1,-9.9,37.4,185.3
140,군산,2019-01,.3,8.5,-8.1,6.7,200.3
140,군산,2019-02,2,13.8,-6.8,35.7,173.8
140,군산,2019-03,6.8,19.5,-2.2,33.6,220
140,군산,2019-04,11.6,25.8,-.4,78.8,198.8
140,군산,2019-05,17.5,30,5.4,44.3,294.9
140,군산,2019-06,20.8,30.7,13,74.8,232.6
140,군산,2019-07,25,34,18.4,198.1,180.8
140,군산,2019-08,26.5,34.9,18.7,104.5,248.7
140,군산,2019-09,22,30.5,11.9,185.2,147.3
140,군산,2019-10,16.3,26.3,5.6,98.4,219.6
140,군산,2019-11,9.6,20.5,-1.6,114.7,190.6
140,군산,2019-12,3.8,16.1,-7.1,33.3,170.6
140,군산,2020-01,3.2,15.9,-7,70.6,148.7
140,군산,2020-02,3.6,17.7,-9.1,60.5,195.8
140,군산,2020-03,7.5,21,-3.9,16.8,252.5
140,군산,2020-04,10.3,25.4,.3,20.3,283.1
140,군산,2020-05,17.4,28,8.8,98.7,211.7
140,군산,2020-06,22.4,33.9,14,196.6,194
140,군산,2020-07,23,31,17.7,446.2,109.1
140,군산,2020-08,26.9,34.7,22.3,520.6,173
140,군산,2020-09,21,31.2,12.8,171,185.5
140,군산,2020-10,14.5,24.7,4.1,4.1,226.4
140,군산,2020-11,9.3,22.6,-.5,47.6,179.8
140,군산,2020-12,1.6,12.4,-10.6,11.8,165.7
140,군산,2021-01,0,13.6,-16.8,28.8,175.2
140,군산,2021-02,3.8,19.9,-7.4,13.8,192.6
140,군산,2021-03,8.3,22.8,-1.7,91.9,207.6
140,군산,2021-04,13.3,27.5,2.7,43.9,219.9
140,군산,2021-05,16.6,29.1,5.6,137,201.8
140,군산,2021-06,22.1,31.6,14,98.8,229.7
140,군산,2021-07,26.6,34.4,20.3,251.3,218.1
140,군산,2021-08,25.5,33.8,19.1,218.3,185
140,군산,2021-09,22.3,29.1,15.3,138.8,179.4
143,대구,2014-01,2.8,15.3,-6.2,1.7,233
143,대구,2014-02,4.5,20.4,-7,7,137.3
143,대구,2014-03,9.7,26.4,-1.1,110.5,219.4
143,대구,2014-04,15.5,27.9,4.6,105,211.1
143,대구,2014-05,21.2,37.4,8.5,24.4,304.3
143,대구,2014-06,23.4,33.4,15.4,28.2,161.8
143,대구,2014-07,27,37.5,20.1,142.6,193
143,대구,2014-08,24.7,33.9,17.3,402.8,122.1
143,대구,2014-09,22.5,32.3,13.7,110.5,209.8
143,대구,2014-10,16.4,26,6.7,88.6,230.1
143,대구,2014-11,10.3,20.5,0,45.3,192
143,대구,2014-12,1.2,11.8,-7.4,5.5,214.5
143,대구,2015-01,2.3,11.8,-6.1,24.1,207.9
143,대구,2015-02,3.8,14.7,-8.9,14.6,195.5
