,city,kind,market,corp,wide,year,month,area,ratio,amount,inn,out,AT_1,AT_7,AT_10,AT_12,HT_7,HT_10,LT_2,RAIN_3,RAIN_6,RAIN_7,RAIN_8,RAIN_10,SUN_1,SUN_2,SUN_4,SUN_5,SUN_7,SUN_10,SUN_11
97,10,0,2,6,6,22,2,50.658301670053895,69.12039925140363,77.77175717354994,4.845444999679543,0.0953708570718302,4.6,23.4,15.7,2.7,26.8,21.2,0.8,43.5,199.9,533.3,738.1,12.1,136.5,177.0,278.1,211.3,69.5,227.6,176.7
98,10,0,2,6,6,22,1,50.658301670053895,69.12039925140363,77.77175717354994,7.028363132868284,0.01694527240265251,4.6,23.4,15.7,2.7,26.8,21.2,0.8,43.5,199.9,533.3,738.1,12.1,136.5,177.0,278.1,211.3,69.5,227.6,176.7
99,11,4,21,26,9,21,12,8.25307060174958,19.567477646080263,8.824657642641016,2.0312392041448333,0.0069213084461538414,-1.3,25.1,15.3,2.0,29.8,21.9,-4.5,35.0,59.9,216.7,102.1,85.6,192.8,168.1,180.0,286.8,141.1,184.2,161.1
100,11,4,21,26,9,21,11,8.25307060174958,19.567477646080263,8.824657642641016,8.799043710838209,7.436067635217069,-1.3,25.1,15.3,2.0,29.8,21.9,-4.5,35.0,59.9,216.7,102.1,85.6,192.8,168.1,180.0,286.8,141.1,184.2,161.1
101,11,4,21,26,9,21,10,8.25307060174958,19.567477646080263,8.824657642641016,3.0610384970842595,28.523537890297362,-1.3,25.1,15.3,2.0,29.8,21.9,-4.5,35.0,59.9,216.7,102.1,85.6,192.8,168.1,180.0,286.8,141.1,184.2,161.1
102,11,4,21,26,9,22,8,6.035168330829725,42.85714285714286,7.7861894219703895,11.137266869526398,2.89642915854646,2.1,23.3,13.1,-0.2,27.1,20.6,-2.9,19.3,188.4,492.6,367.8,4.4,138.3,173.3,278.0,194.4,74.9,202.2,161.1
103,11,4,21,26,9,22,7,6.035168330829725,42.85714285714286,7.7861894219703895,4.866818398030924,16.662644352240946,2.1,23.3,13.1,-0.2,27.1,20.6,-2.9,19.3,188.4,492.6,367.8,4.4,138.3,173.3,278.0,194.4,74.9,202.2,161.1
104,11,4,21,26,9,22,6,6.035168330829725,42.85714285714286,7.7861894219703895,3.5838054418148455,6.793541092237841,2.1,23.3,13.1,-0.2,27.1,20.6,-2.9,19.3,188.4,492.6,367.8,4.4,138.3,173.3,278.0,194.4,74.9,202.2,161.1
105,11,4,21,26,9,22,5,6.035168330829725,42.85714285714286,7.7861894219703895,3.2813712501211545,0.2622459903666843,2.1,23.3,13.1,-0.2,27.1,20.6,-2.9,19.3,188.4,492.6,367.8,4.4,138.3,173.3,278.0,194.4,74.9,202.2,161.1
106,11,4,21,26,9,22,4,6.035168330829725,42.85714285714286,7.7861894219703895,12.241217616568814,0.022864184453156487,2.1,23.3,13.1,-0.2,27.1,20.6,-2.9,19.3,188.4,492.6,367.8,4.4,138.3,173.3,278.0,194.4,74.9,202.2,161.1
107,11,4,21,26,9,22,3,6.035168330829725,42.85714285714286,7.7861894219703895,13.105559620628842,0.007398640063129969,2.1,23.3,13.1,-0.2,27.1,20.6,-2.9,19.3,188.4,492.6,367.8,4.4,138.3,173.3,278.0,194.4,74.9,202.2,161.1
108,11,4,21,26,9,22,2,6.035168330829725,42.85714285714286,7.7861894219703895,4.845444999679543,0.0953708570718302,2.1,23.3,13.1,-0.2,27.1,20.6,-2.9,19.3,188.4,492.6,367.8,4.4,138.3,173.3,278.0,194.4,74.9,202.2,161.1
109,11,4,21,26,9,22,1,6.035168330829725,42.85714285714286,7.7861894219703895,7.028363132868284,0.01694527240265251,2.1,23.3,13.1,-0.2,27.1,20.6,-2.9,19.3,188.4,492.6,367.8,4.4,138.3,173.3,278.0,194.4,74.9,202.2,161.1
110,14,4,10,75,6,21,12,74.72828488115225,48.1181118735704,100.00000000000001,2.0312392041448333,0.0069213084461538414,2.2,24.8,17.3,4.9,28.0,21.3,0.2,38.5,172.3,167.0,144.9,159.0,192.4,150.9,182.2,291.0,171.8,213.5,185.1
111,14,4,10,75,6,21,11,74.72828488115225,48.1181118735704,100.00000000000001,8.799043710838209,7.436067635217069,2.2,24.8,17.3,4.9,28.0,21.3,0.2,38.5,172.3,167.0,144.9,159.0,192.4,150.9,182.2,291.0,171.8,213.5,185.1
112,14,4,10,75,6,21,10,74.72828488115225,48.1181118735704,100.00000000000001,3.0610384970842595,28.523537890297362,2.2,24.8,17.3,4.9,28.0,21.3,0.2,38.5,172.3,167.0,144.9,159.0,192.4,150.9,182.2,291.0,171.8,213.5,185.1
113,14,4,10,75,6,22,8,50.658301670053895,69.12039925140363,77.77175717354994,11.137266869526398,2.89642915854646,3.6,23.0,15.9,3.2,25.5,19.6,0.7,28.8,261.5,366.3,206.4,20.5,124.8,176.6,290.5,204.8,98.4,233.6,169.6
114,14,4,10,75,6,22,7,50.658301670053895,69.12039925140363,77.77175717354994,4.866818398030924,16.662644352240946,3.6,23.0,15.9,3.2,25.5,19.6,0.7,28.8,261.5,366.3,206.4,20.5,124.8,176.6,290.5,204.8,98.4,233.6,169.6
115,14,4,10,75,6,22,6,50.658301670053895,69.12039925140363,77.77175717354994,3.5838054418148455,6.793541092237841,3.6,23.0,15.9,3.2,25.5,19.6,0.7,28.8,261.5,366.3,206.4,20.5,124.8,176.6,290.5,204.8,98.4,233.6,169.6
116,14,4,10,75,6,22,5,50.658301670053895,69.12039925140363,77.77175717354994,3.2813712501211545,0.2622459903666843,3.6,23.0,15.9,3.2,25.5,19.6,0.7,28.8,261.5,366.3,206.4,20.5,124.8,176.6,290.5,204.8,98.4,233.6,169.6
117,14,4,10,75,6,22,4,50.658301670053895,69.12039925140363,77.77175717354994,12.241217616568814,0.022864184453156487,3.6,23.0,15.9,3.2,25.5,19.6,0.7,28.8,261.5,366.3,206.4,20.5,124.8,176.6,290.5,204.8,98.4,233.6,169.6
118,14,4,10,75,6,22,3,50.658301670053895,69.12039925140363,77.77175717354994,13.105559620628842,0.007398640063129969,3.6,23.0,15.9,3.2,25.5,19.6,0.7,28.8,261.5,366.3,206.4,20.5,124.8,176.6,290.5,204.8,98.4,233.6,169.6
119,14,4,10,75,6,22,2,50.658301670053895,69.12039925140363,77.77175717354994,4.845444999679543,0.0953708570718302,3.6,23.0,15.9,3.2,25.5,19.6,0.7,28.8,261.5,366.3,206.4,20.5,124.8,176.6,290.5,204.8,98.4,233.6,169.6
120,14,4,10,75,6,22,1,50.658301670053895,69.12039925140363,77.77175717354994,7.028363132868284,0.01694527240265251,3.6,23.0,15.9,3.2,25.5,19.6,0.7,28.8,261.5,366.3,206.4,20.5,124.8,176.6,290.5,204.8,98.4,233.6,169.6
121,15,4,20,52,2,21,12,29.150835026950602,60.55312954876274,42.421177389362796,2.0312392041448333,0.0069213084461538414,-0.1,24.3,14.5,1.1,29.3,21.0,-3.2,28.9,82.5,234.8,142.2,125.9,207.9,192.5,189.2,278.7,138.0,184.4,176.8
122,15,4,20,52,2,21,11,29.150835026950602,60.55312954876274,42.421177389362796,8.799043710838209,7.436067635217069,-0.1,24.3,14.5,1.1,29.3,21.0,-3.2,28.9,82.5,234.8,142.2,125.9,207.9,192.5,189.2,278.7,138.0,184.4,176.8
123,15,4,20,52,2,21,10,29.150835026950602,60.55312954876274,42.421177389362796,3.0610384970842595,28.523537890297362,-0.1,24.3,14.5,1.1,29.3,21.0,-3.2,28.9,82.5,234.8,142.2,125.9,207.9,192.5,189.2,278.7,138.0,184.4,176.8
124,15,4,20,52,2,22,8,20.809401784925335,73.59118319817009,32.83603142411373,11.137266869526398,2.89642915854646,2.0,21.9,12.8,-0.5,25.7,19.4,-2.5,15.4,175.9,595.7,454.4,1.7,130.5,178.2,265.8,219.2,103.2,222.8,170.2
125,15,4,20,52,2,22,7,20.809401784925335,73.59118319817009,32.83603142411373,4.866818398030924,16.662644352240946,2.0,21.9,12.8,-0.5,25.7,19.4,-2.5,15.4,175.9,595.7,454.4,1.7,130.5,178.2,265.8,219.2,103.2,222.8,170.2
126,15,4,20,52,2,22,6,20.809401784925335,73.59118319817009,32.83603142411373,3.5838054418148455,6.793541092237841,2.0,21.9,12.8,-0.5,25.7,19.4,-2.5,15.4,175.9,595.7,454.4,1.7,130.5,178.2,265.8,219.2,103.2,222.8,170.2
127,15,4,20,52,2,22,5,20.809401784925335,73.59118319817009,32.83603142411373,3.2813712501211545,0.2622459903666843,2.0,21.9,12.8,-0.5,25.7,19.4,-2.5,15.4,175.9,595.7,454.4,1.7,130.5,178.2,265.8,219.2,103.2,222.8,170.2
128,15,4,20,52,2,22,4,20.809401784925335,73.59118319817009,32.83603142411373,12.241217616568814,0.022864184453156487,2.0,21.9,12.8,-0.5,25.7,19.4,-2.5,15.4,175.9,595.7,454.4,1.7,130.5,178.2,265.8,219.2,103.2,222.8,170.2
129,15,4,20,52,2,22,3,20.809401784925335,73.59118319817009,32.83603142411373,13.105559620628842,0.007398640063129969,2.0,21.9,12.8,-0.5,25.7,19.4,-2.5,15.4,175.9,595.7,454.4,1.7,130.5,178.2,265.8,219.2,103.2,222.8,170.2
130,15,4,20,52,2,22,2,20.809401784925335,73.59118319817009,32.83603142411373,4.845444999679543,0.0953708570718302,2.0,21.9,12.8,-0.5,25.7,19.4,-2.5,15.4,175.9,595.7,454.4,1.7,130.5,178.2,265.8,219.2,103.2,222.8,170.2
131,15,4,20,52,2,22,1,20.809401784925335,73.59118319817009,32.83603142411373,7.028363132868284,0.01694527240265251,2.0,21.9,12.8,-0.5,25.7,19.4,-2.5,15.4,175.9,595.7,454.4,1.7,130.5,178.2,265.8,219.2,103.2,222.8,170.2
132,16,4,8,34,1,21,12,38.1726605990987,75.0883759617384,60.744628330899296,2.0312392041448333,0.0069213084461538414,1.0,25.4,16.4,3.0,29.6,22.4,-2.1,40.5,217.6,201.4,89.9,164.3,201.1,192.6,195.9,289.8,154.0,177.7,126.4
133,16,4,8,34,1,21,11,38.1726605990987,75.0883759617384,60.744628330899296,8.799043710838209,7.436067635217069,1.0,25.4,16.4,3.0,29.6,22.4,-2.1,40.5,217.6,201.4,89.9,164.3,201.1,192.6,195.9,289.8,154.0,177.7,126.4
134,16,4,8,34,1,21,10,38.1726605990987,75.0883759617384,60.744628330899296,3.0610384970842595,28.523537890297362,1.0,25.4,16.4,3.0,29.6,22.4,-2.1,40.5,217.6,201.4,89.9,164.3,201.1,192.6,195.9,289.8,154.0,177.7,126.4
135,16,4,8,34,1,22,8,24.874083237607138,87.8353087960075,42.567564080731145,11.137266869526398,2.89642915854646,3.6,23.1,14.6,1.2,27.0,21.8,-0.9,36.1,204.7,403.6,197.2,13.6,142.4,198.7,268.9,225.3,98.3,234.2,184.0
136,16,4,8,34,1,22,7,24.874083237607138,87.8353087960075,42.567564080731145,4.866818398030924,16.662644352240946,3.6,23.1,14.6,1.2,27.0,21.8,-0.9,36.1,204.7,403.6,197.2,13.6,142.4,198.7,268.9,225.3,98.3,234.2,184.0
137,16,4,8,34,1,22,6,24.874083237607138,87.8353087960075,42.567564080731145,3.5838054418148455,6.793541092237841,3.6,23.1,14.6,1.2,27.0,21.8,-0.9,36.1,204.7,403.6,197.2,13.6,142.4,198.7,268.9,225.3,98.3,234.2,184.0
138,16,4,8,34,1,22,5,24.874083237607138,87.8353087960075,42.567564080731145,3.2813712501211545,0.2622459903666843,3.6,23.1,14.6,1.2,27.0,21.8,-0.9,36.1,204.7,403.6,197.2,13.6,142.4,198.7,268.9,225.3,98.3,234.2,184.0
139,16,4,8,34,1,22,4,24.874083237607138,87.8353087960075,42.567564080731145,12.241217616568814,0.022864184453156487,3.6,23.1,14.6,1.2,27.0,21.8,-0.9,36.1,204.7,403.6,197.2,13.6,142.4,198.7,268.9,225.3,98.3,234.2,184.0
140,16,4,8,34,1,22,3,24.874083237607138,87.8353087960075,42.567564080731145,13.105559620628842,0.007398640063129969,3.6,23.1,14.6,1.2,27.0,21.8,-0.9,36.1,204.7,403.6,197.2,13.6,142.4,198.7,268.9,225.3,98.3,234.2,184.0
141,16,4,8,34,1,22,2,24.874083237607138,87.8353087960075,42.567564080731145,4.845444999679543,0.0953708570718302,3.6,23.1,14.6,1.2,27.0,21.8,-0.9,36.1,204.7,403.6,197.2,13.6,142.4,198.7,268.9,225.3,98.3,234.2,184.0
142,16,4,8,34,1,22,1,24.874083237607138,87.8353087960075,42.567564080731145,7.028363132868284,0.01694527240265251,3.6,23.1,14.6,1.2,27.0,21.8,-0.9,36.1,204.7,403.6,197.2,13.6,142.4,198.7,268.9,225.3,98.3,234.2,184.0
143,17,0,10,60,7,21,12,20.880091897145885,70.65918070284883,32.37984164090708,2.0312392041448333,0.0069213084461538414,0.4,25.3,16.1,4.0,29.8,21.6,-2.3,30.4,89.0,225.5,127.4,86.6,193.2,171.1,197.5,299.4,175.4,201.6,165.9
144,17,0,10,60,7,21,11,20.880091897145885,70.65918070284883,32.37984164090708,8.799043710838209,7.436067635217069,0.4,25.3,16.1,4.0,29.8,21.6,-2.3,30.4,89.0,225.5,127.4,86.6,193.2,171.1,197.5,299.4,175.4,201.6,165.9
145,17,0,10,60,7,21,10,20.880091897145885,70.65918070284883,32.37984164090708,3.0610384970842595,28.523537890297362,0.4,25.3,16.1,4.0,29.8,21.6,-2.3,30.4,89.0,225.5,127.4,86.6,193.2,171.1,197.5,299.4,175.4,201.6,165.9
146,17,0,10,60,7,22,8,10.00265087920827,69.39072572260343,15.404834029143167,11.137266869526398,2.89642915854646,3.3,23.1,14.5,1.8,26.5,20.5,-0.7,22.1,157.6,509.8,421.6,6.8,110.1,183.4,269.7,204.6,85.9,209.4,154.7
147,17,0,10,60,7,22,7,10.00265087920827,69.39072572260343,15.404834029143167,4.866818398030924,16.662644352240946,3.3,23.1,14.5,1.8,26.5,20.5,-0.7,22.1,157.6,509.8,421.6,6.8,110.1,183.4,269.7,204.6,85.9,209.4,154.7
148,17,0,10,60,7,22,6,10.00265087920827,69.39072572260343,15.404834029143167,3.5838054418148455,6.793541092237841,3.3,23.1,14.5,1.8,26.5,20.5,-0.7,22.1,157.6,509.8,421.6,6.8,110.1,183.4,269.7,204.6,85.9,209.4,154.7
149,17,0,10,60,7,22,5,10.00265087920827,69.39072572260343,15.404834029143167,3.2813712501211545,0.2622459903666843,3.3,23.1,14.5,1.8,26.5,20.5,-0.7,22.1,157.6,509.8,421.6,6.8,110.1,183.4,269.7,204.6,85.9,209.4,154.7
150,17,0,10,60,7,22,4,10.00265087920827,69.39072572260343,15.404834029143167,12.241217616568814,0.022864184453156487,3.3,23.1,14.5,1.8,26.5,20.5,-0.7,22.1,157.6,509.8,421.6,6.8,110.1,183.4,269.7,204.6,85.9,209.4,154.7
151,17,0,10,60,7,22,3,10.00265087920827,69.39072572260343,15.404834029143167,13.105559620628842,0.007398640063129969,3.3,23.1,14.5,1.8,26.5,20.5,-0.7,22.1,157.6,509.8,421.6,6.8,110.1,183.4,269.7,204.6,85.9,209.4,154.7
152,17,0,10,60,7,22,2,10.00265087920827,69.39072572260343,15.404834029143167,4.845444999679543,0.0953708570718302,3.3,23.1,14.5,1.8,26.5,20.5,-0.7,22.1,157.6,509.8,421.6,6.8,110.1,183.4,269.7,204.6,85.9,209.4,154.7
153,17,0,10,60,7,22,1,10.00265087920827,69.39072572260343,15.404834029143167,7.028363132868284,0.01694527240265251,3.3,23.1,14.5,1.8,26.5,20.5,-0.7,22.1,157.6,509.8,421.6,6.8,110.1,183.4,269.7,204.6,85.9,209.4,154.7
154,18,4,10,52,8,21,12,9.89661571087744,68.95404449989601,15.205638037833479,2.0312392041448333,0.0069213084461538414,7.8,24.2,20.0,10.7,26.6,23.6,6.3,64.8,189.1,452.1,317.3,150.6,175.6,144.7,200.6,257.3,115.3,238.3,189.3
155,18,4,10,52,8,21,11,9.89661571087744,68.95404449989601,15.205638037833479,8.799043710838209,7.436067635217069,7.8,24.2,20.0,10.7,26.6,23.6,6.3,64.8,189.1,452.1,317.3,150.6,175.6,144.7,200.6,257.3,115.3,238.3,189.3
156,18,4,10,52,8,22,8,8.35026950605284,63.110833853191934,12.362536704183633,11.137266869526398,2.89642915854646,9.4,23.4,18.5,8.3,25.7,22.1,6.2,132.2,406.1,322.0,159.2,39.2,127.7,176.4,265.3,196.7,112.9,217.4,175.3
157,18,4,10,52,8,22,7,8.35026950605284,63.110833853191934,12.362536704183633,4.866818398030924,16.662644352240946,9.4,23.4,18.5,8.3,25.7,22.1,6.2,132.2,406.1,322.0,159.2,39.2,127.7,176.4,265.3,196.7,112.9,217.4,175.3
158,18,4,10,52,8,22,6,8.35026950605284,63.110833853191934,12.362536704183633,3.5838054418148455,6.793541092237841,9.4,23.4,18.5,8.3,25.7,22.1,6.2,132.2,406.1,322.0,159.2,39.2,127.7,176.4,265.3,196.7,112.9,217.4,175.3
159,18,4,10,52,8,22,5,8.35026950605284,63.110833853191934,12.362536704183633,3.2813712501211545,0.2622459903666843,9.4,23.4,18.5,8.3,25.7,22.1,6.2,132.2,406.1,322.0,159.2,39.2,127.7,176.4,265.3,196.7,112.9,217.4,175.3
160,18,4,10,52,8,22,4,8.35026950605284,63.110833853191934,12.362536704183633,12.241217616568814,0.022864184453156487,9.4,23.4,18.5,8.3,25.7,22.1,6.2,132.2,406.1,322.0,159.2,39.2,127.7,176.4,265.3,196.7,112.9,217.4,175.3
161,18,4,10,52,8,22,3,8.35026950605284,63.110833853191934,12.362536704183633,13.105559620628842,0.007398640063129969,9.4,23.4,18.5,8.3,25.7,22.1,6.2,132.2,406.1,322.0,159.2,39.2,127.7,176.4,265.3,196.7,112.9,217.4,175.3
162,18,4,10,52,8,22,2,8.35026950605284,63.110833853191934,12.362536704183633,4.845444999679543,0.0953708570718302,9.4,23.4,18.5,8.3,25.7,22.1,6.2,132.2,406.1,322.0,159.2,39.2,127.7,176.4,265.3,196.7,112.9,217.4,175.3
163,18,4,10,52,8,22,1,8.35026950605284,63.110833853191934,12.362536704183633,7.028363132868284,0.01694527240265251,9.4,23.4,18.5,8.3,25.7,22.1,6.2,132.2,406.1,322.0,159.2,39.2,127.7,176.4,265.3,196.7,112.9,217.4,175.3
164,18,4,10,52,8,21,10,9.89661571087744,68.95404449989601,15.205638037833479,3.0610384970842595,28.52353789029735,7.8,24.2,20.0,10.7,26.6,23.6,6.3,64.8,189.1,452.1,317.3,150.6,175.6,144.7,200.6,257.3,115.3,238.3,189.3
165,19,4,10,60,9,21,12,8.25307060174958,19.567477646080263,8.824657642641016,2.0312392041448333,0.0069213084461538414,-1.1,24.6,15.5,2.4,28.8,21.4,-4.8,43.7,56.3,174.5,121.1,81.0,207.3,179.4,207.8,312.1,180.2,220.5,185.2
166,19,4,10,60,9,21,11,8.25307060174958,19.567477646080263,8.824657642641016,8.799043710838209,7.436067635217069,-1.1,24.6,15.5,2.4,28.8,21.4,-4.8,43.7,56.3,174.5,121.1,81.0,207.3,179.4,207.8,312.1,180.2,220.5,185.2
167,19,4,10,60,9,21,10,8.25307060174958,19.567477646080263,8.824657642641016,3.0610384970842595,28.523537890297362,-1.1,24.6,15.5,2.4,28.8,21.4,-4.8,43.7,56.3,174.5,121.1,81.0,207.3,179.4,207.8,312.1,180.2,220.5,185.2
168,19,4,10,60,9,22,8,6.035168330829725,42.85714285714286,7.7861894219703895,11.137266869526398,2.89642915854646,1.8,23.0,13.3,0.5,27.5,20.1,-2.4,23.0,144.0,329.4,400.0,12.6,161.7,196.2,300.7,215.4,129.7,240.1,169.9
169,19,4,10,60,9,22,7,6.035168330829725,42.85714285714286,7.7861894219703895,4.866818398030924,16.662644352240946,1.8,23.0,13.3,0.5,27.5,20.1,-2.4,23.0,144.0,329.4,400.0,12.6,161.7,196.2,300.7,215.4,129.7,240.1,169.9
170,19,4,10,60,9,22,6,6.035168330829725,42.85714285714286,7.7861894219703895,3.5838054418148455,6.793541092237841,1.8,23.0,13.3,0.5,27.5,20.1,-2.4,23.0,144.0,329.4,400.0,12.6,161.7,196.2,300.7,215.4,129.7,240.1,169.9
171,19,4,10,60,9,22,5,6.035168330829725,42.85714285714286,7.7861894219703895,3.2813712501211545,0.2622459903666843,1.8,23.0,13.3,0.5,27.5,20.1,-2.4,23.0,144.0,329.4,400.0,12.6,161.7,196.2,300.7,215.4,129.7,240.1,169.9
172,19,4,10,60,9,22,4,6.035168330829725,42.85714285714286,7.7861894219703895,12.241217616568814,0.022864184453156487,1.8,23.0,13.3,0.5,27.5,20.1,-2.4,23.0,144.0,329.4,400.0,12.6,161.7,196.2,300.7,215.4,129.7,240.1,169.9
173,19,4,10,60,9,22,3,6.035168330829725,42.85714285714286,7.7861894219703895,13.105559620628842,0.007398640063129969,1.8,23.0,13.3,0.5,27.5,20.1,-2.4,23.0,144.0,329.4,400.0,12.6,161.7,196.2,300.7,215.4,129.7,240.1,169.9
174,19,4,10,60,9,22,2,6.035168330829725,42.85714285714286,7.7861894219703895,4.845444999679543,0.0953708570718302,1.8,23.0,13.3,0.5,27.5,20.1,-2.4,23.0,144.0,329.4,400.0,12.6,161.7,196.2,300.7,215.4,129.7,240.1,169.9
175,19,4,10,60,9,22,1,6.035168330829725,42.85714285714286,7.7861894219703895,7.028363132868284,0.01694527240265251,1.8,23.0,13.3,0.5,27.5,20.1,-2.4,23.0,144.0,329.4,400.0,12.6,161.7,196.2,300.7,215.4,129.7,240.1,169.9
176,21,4,5,23,2,21,12,29.150835026950602,60.55312954876274,42.421177389362796,2.0312392041448333,0.0069213084461538414,-0.7,24.7,14.7,0.8,29.1,20.8,-3.4,33.2,88.7,106.7,126.1,133.0,234.2,196.4,215.3,310.3,179.9,192.3,179.8
177,21,4,5,23,2,21,11,29.150835026950602,60.55312954876274,42.421177389362796,8.799043710838209,7.436067635217069,-0.7,24.7,14.7,0.8,29.1,20.8,-3.4,33.2,88.7,106.7,126.1,133.0,234.2,196.4,215.3,310.3,179.9,192.3,179.8
178,21,4,5,23,2,21,10,29.150835026950602,60.55312954876274,42.421177389362796,3.0610384970842595,28.523537890297362,-0.7,24.7,14.7,0.8,29.1,20.8,-3.4,33.2,88.7,106.7,126.1,133.0,234.2,196.4,215.3,310.3,179.9,192.3,179.8
179,21,4,5,23,2,22,8,20.809401784925335,73.59118319817009,32.83603142411373,11.137266869526398,2.89642915854646,1.5,22.3,12.7,-1.2,26.4,19.8,-3.0,11.0,123.4,412.1,300.4,1.5,171.8,212.7,284.4,248.0,120.7,214.9,186.0
180,21,4,5,23,2,22,7,20.809401784925335,73.59118319817009,32.83603142411373,4.866818398030924,16.662644352240946,1.5,22.3,12.7,-1.2,26.4,19.8,-3.0,11.0,123.4,412.1,300.4,1.5,171.8,212.7,284.4,248.0,120.7,214.9,186.0
181,21,4,5,23,2,22,6,20.809401784925335,73.59118319817009,32.83603142411373,3.5838054418148455,6.793541092237841,1.5,22.3,12.7,-1.2,26.4,19.8,-3.0,11.0,123.4,412.1,300.4,1.5,171.8,212.7,284.4,248.0,120.7,214.9,186.0
182,21,4,5,23,2,22,5,20.809401784925335,73.59118319817009,32.83603142411373,3.2813712501211545,0.2622459903666843,1.5,22.3,12.7,-1.2,26.4,19.8,-3.0,11.0,123.4,412.1,300.4,1.5,171.8,212.7,284.4,248.0,120.7,214.9,186.0
183,21,4,5,23,2,22,4,20.809401784925335,73.59118319817009,32.83603142411373,12.241217616568814,0.022864184453156487,1.5,22.3,12.7,-1.2,26.4,19.8,-3.0,11.0,123.4,412.1,300.4,1.5,171.8,212.7,284.4,248.0,120.7,214.9,186.0
184,21,4,5,23,2,22,3,20.809401784925335,73.59118319817009,32.83603142411373,13.105559620628842,0.007398640063129969,1.5,22.3,12.7,-1.2,26.4,19.8,-3.0,11.0,123.4,412.1,300.4,1.5,171.8,212.7,284.4,248.0,120.7,214.9,186.0
185,21,4,5,23,2,22,2,20.809401784925335,73.59118319817009,32.83603142411373,4.845444999679543,0.0953708570718302,1.5,22.3,12.7,-1.2,26.4,19.8,-3.0,11.0,123.4,412.1,300.4,1.5,171.8,212.7,284.4,248.0,120.7,214.9,186.0
186,21,4,5,23,2,22,1,20.809401784925335,73.59118319817009,32.83603142411373,7.028363132868284,0.01694527240265251,1.5,22.3,12.7,-1.2,26.4,19.8,-3.0,11.0,123.4,412.1,300.4,1.5,171.8,212.7,284.4,248.0,120.7,214.9,186.0
187,22,4,13,40,6,21,11,74.72828488115225,48.1181118735704,100.00000000000001,8.799043710838209,7.436067635217069,3.7,24.4,18.5,6.4,26.8,21.8,2.1,63.3,289.2,303.5,66.5,198.7,215.2,191.8,199.3,300.0,182.5,234.9,202.8
188,22,4,13,40,6,21,10,74.72828488115225,48.1181118735704,100.00000000000001,3.0610384970842595,28.523537890297362,3.7,24.4,18.5,6.4,26.8,21.8,2.1,63.3,289.2,303.5,66.5,198.7,215.2,191.8,199.3,300.0,182.5,234.9,202.8
189,22,4,13,40,6,22,8,50.658301670053895,69.12039925140363,77.77175717354994,11.137266869526398,2.89642915854646,5.8,22.6,17.3,4.3,25.0,21.0,3.0,52.3,367.0,552.0,180.1,27.6,162.7,203.9,276.9,222.2,100.4,258.9,196.5
190,22,4,13,40,6,22,7,50.658301670053895,69.12039925140363,77.77175717354994,4.866818398030924,16.662644352240946,5.8,22.6,17.3,4.3,25.0,21.0,3.0,52.3,367.0,552.0,180.1,27.6,162.7,203.9,276.9,222.2,100.4,258.9,196.5
191,22,4,13,40,6,22,6,50.658301670053895,69.12039925140363,77.77175717354994,3.5838054418148455,6.793541092237841,5.8,22.6,17.3,4.3,25.0,21.0,3.0,52.3,367.0,552.0,180.1,27.6,162.7,203.9,276.9,222.2,100.4,258.9,196.5
192,22,4,13,40,6,22,5,50.658301670053895,69.12039925140363,77.77175717354994,3.2813712501211545,0.2622459903666843,5.8,22.6,17.3,4.3,25.0,21.0,3.0,52.3,367.0,552.0,180.1,27.6,162.7,203.9,276.9,222.2,100.4,258.9,196.5
193,22,4,13,40,6,22,4,50.658301670053895,69.12039925140363,77.77175717354994,12.241217616568814,0.022864184453156487,5.8,22.6,17.3,4.3,25.0,21.0,3.0,52.3,367.0,552.0,180.1,27.6,162.7,203.9,276.9,222.2,100.4,258.9,196.5
194,22,4,13,40,6,22,3,50.658301670053895,69.12039925140363,77.77175717354994,13.105559620628842,0.007398640063129969,5.8,22.6,17.3,4.3,25.0,21.0,3.0,52.3,367.0,552.0,180.1,27.6,162.7,203.9,276.9,222.2,100.4,258.9,196.5
195,22,4,13,40,6,21,12,74.72828488115225,48.1181118735704,100.00000000000001,2.0312392041448333,0.0069213084461538414,3.7,24.4,18.5,6.4,26.8,21.8,2.1,63.3,289.2,303.5,66.5,198.7,215.2,191.8,199.3,300.0,182.5,234.9,202.8
196,22,4,13,40,6,22,1,50.658301670053895,69.12039925140363,77.77175717354994,7.0283631328682805,0.01694527240265251,5.8,22.6,17.3,4.3,25.0,21.0,3.0,52.3,367.0,552.0,180.1,27.6,162.7,203.9,276.9,222.2,100.4,258.9,196.5
197,22,4,13,40,6,22,2,50.658301670053895,69.12039925140363,77.77175717354994,4.8454449996795415,0.0953708570718302,5.8,22.6,17.3,4.3,25.0,21.0,3.0,52.3,367.0,552.0,180.1,27.6,162.7,203.9,276.9,222.2,100.4,258.9,196.5
198,23,4,8,29,5,21,12,0.053017584165414855,39.59243085880641,0.0736233888433043,2.0312392041448333,0.0069213084461538414,4.5,24.3,18.6,7.0,27.1,22.8,2.7,75.4,324.3,358.9,156.3,139.9,240.4,201.9,210.7,302.2,192.4,225.2,216.1
199,23,4,8,29,5,21,11,0.053017584165414855,39.59243085880641,0.0736233888433043,8.799043710838209,7.436067635217069,4.5,24.3,18.6,7.0,27.1,22.8,2.7,75.4,324.3,358.9,156.3,139.9,240.4,201.9,210.7,302.2,192.4,225.2,216.1
