weather,kind,year,month,ratio,inn,out,AT_1,AT_2,AT_3,AT_4,AT_5,AT_6,AT_7,AT_8,AT_9,AT_10,AT_11,AT_12,HT_1,HT_2,HT_3,HT_4,HT_5,HT_6,HT_7,HT_8,HT_9,HT_10,HT_11,HT_12,LT_1,LT_2,LT_3,LT_4,LT_5,LT_6,LT_7,LT_8,LT_9,LT_10,LT_11,LT_12,RAIN_1,RAIN_2,RAIN_3,RAIN_4,RAIN_5,RAIN_6,RAIN_7,RAIN_8,RAIN_9,RAIN_10,RAIN_11,RAIN_12,SUN_1,SUN_2,SUN_3,SUN_4,SUN_5,SUN_6,SUN_7,SUN_8,SUN_9,SUN_10,SUN_11,SUN_12
대구,1,21,9,8950,3378.0029999999997,2.2,3.8,4.9,9.5,12.6,19.4,24.5,23.2,28.6,21.2,15.4,9.7,1.6,8.4,10.4,15.8,19.0,25.7,30.5,26.8,33.3,26.0,21.3,15.3,7.2,0.1,0.2,3.6,6.5,14.0,19.3,20.2,24.8,17.1,10.1,4.5,-3.1,70.4,40.2,24.5,32.4,38.1,185.3,330.5,322.7,161.0,13.1,23.9,2.8,151.4,205.4,246.1,273.7,241.7,226.4,96.7,193.5,150.1,223.0,198.5,214.3
밀양,4,21,12,8783,6157.8009999999995,1.79,3.6,4.8,9.1,11.9,18.9,23.9,23.1,27.8,21.0,14.6,9.3,1.2,9.6,11.3,16.2,19.3,25.3,30.2,27.0,32.5,25.9,21.8,16.2,8.0,-1.4,-0.9,2.1,4.6,13.0,18.7,20.2,24.2,16.7,8.7,3.1,-4.3,78.2,61.6,36.1,44.4,50.3,204.7,403.6,197.2,236.0,13.6,68.0,5.1,142.4,198.7,244.9,268.9,225.3,224.4,98.3,187.8,168.3,234.2,184.0,201.3
밀양,2,21,12,8783,6157.8009999999995,1.79,3.6,4.8,9.1,11.9,18.9,23.9,23.1,27.8,21.0,14.6,9.3,1.2,9.6,11.3,16.2,19.3,25.3,30.2,27.0,32.5,25.9,21.8,16.2,8.0,-1.4,-0.9,2.1,4.6,13.0,18.7,20.2,24.2,16.7,8.7,3.1,-4.3,78.2,61.6,36.1,44.4,50.3,204.7,403.6,197.2,236.0,13.6,68.0,5.1,142.4,198.7,244.9,268.9,225.3,224.4,98.3,187.8,168.3,234.2,184.0,201.3
밀양,0,21,12,8783,6157.8009999999995,1.79,3.6,4.8,9.1,11.9,18.9,23.9,23.1,27.8,21.0,14.6,9.3,1.2,9.6,11.3,16.2,19.3,25.3,30.2,27.0,32.5,25.9,21.8,16.2,8.0,-1.4,-0.9,2.1,4.6,13.0,18.7,20.2,24.2,16.7,8.7,3.1,-4.3,78.2,61.6,36.1,44.4,50.3,204.7,403.6,197.2,236.0,13.6,68.0,5.1,142.4,198.7,244.9,268.9,225.3,224.4,98.3,187.8,168.3,234.2,184.0,201.3
밀양,7,21,12,8783,6157.8009999999995,1.79,3.6,4.8,9.1,11.9,18.9,23.9,23.1,27.8,21.0,14.6,9.3,1.2,9.6,11.3,16.2,19.3,25.3,30.2,27.0,32.5,25.9,21.8,16.2,8.0,-1.4,-0.9,2.1,4.6,13.0,18.7,20.2,24.2,16.7,8.7,3.1,-4.3,78.2,61.6,36.1,44.4,50.3,204.7,403.6,197.2,236.0,13.6,68.0,5.1,142.4,198.7,244.9,268.9,225.3,224.4,98.3,187.8,168.3,234.2,184.0,201.3
밀양,6,21,12,8783,6157.8009999999995,1.79,3.6,4.8,9.1,11.9,18.9,23.9,23.1,27.8,21.0,14.6,9.3,1.2,9.6,11.3,16.2,19.3,25.3,30.2,27.0,32.5,25.9,21.8,16.2,8.0,-1.4,-0.9,2.1,4.6,13.0,18.7,20.2,24.2,16.7,8.7,3.1,-4.3,78.2,61.6,36.1,44.4,50.3,204.7,403.6,197.2,236.0,13.6,68.0,5.1,142.4,198.7,244.9,268.9,225.3,224.4,98.3,187.8,168.3,234.2,184.0,201.3
밀양,4,21,11,8783,4786.045000000001,2.016,3.6,4.8,9.1,11.9,18.9,23.9,23.1,27.8,21.0,14.6,9.3,1.2,9.6,11.3,16.2,19.3,25.3,30.2,27.0,32.5,25.9,21.8,16.2,8.0,-1.4,-0.9,2.1,4.6,13.0,18.7,20.2,24.2,16.7,8.7,3.1,-4.3,78.2,61.6,36.1,44.4,50.3,204.7,403.6,197.2,236.0,13.6,68.0,5.1,142.4,198.7,244.9,268.9,225.3,224.4,98.3,187.8,168.3,234.2,184.0,201.3
밀양,0,21,11,8783,4786.045000000001,2.016,3.6,4.8,9.1,11.9,18.9,23.9,23.1,27.8,21.0,14.6,9.3,1.2,9.6,11.3,16.2,19.3,25.3,30.2,27.0,32.5,25.9,21.8,16.2,8.0,-1.4,-0.9,2.1,4.6,13.0,18.7,20.2,24.2,16.7,8.7,3.1,-4.3,78.2,61.6,36.1,44.4,50.3,204.7,403.6,197.2,236.0,13.6,68.0,5.1,142.4,198.7,244.9,268.9,225.3,224.4,98.3,187.8,168.3,234.2,184.0,201.3
밀양,6,21,11,8783,4786.045000000001,2.016,3.6,4.8,9.1,11.9,18.9,23.9,23.1,27.8,21.0,14.6,9.3,1.2,9.6,11.3,16.2,19.3,25.3,30.2,27.0,32.5,25.9,21.8,16.2,8.0,-1.4,-0.9,2.1,4.6,13.0,18.7,20.2,24.2,16.7,8.7,3.1,-4.3,78.2,61.6,36.1,44.4,50.3,204.7,403.6,197.2,236.0,13.6,68.0,5.1,142.4,198.7,244.9,268.9,225.3,224.4,98.3,187.8,168.3,234.2,184.0,201.3
밀양,7,21,11,8783,4786.045000000001,2.016,3.6,4.8,9.1,11.9,18.9,23.9,23.1,27.8,21.0,14.6,9.3,1.2,9.6,11.3,16.2,19.3,25.3,30.2,27.0,32.5,25.9,21.8,16.2,8.0,-1.4,-0.9,2.1,4.6,13.0,18.7,20.2,24.2,16.7,8.7,3.1,-4.3,78.2,61.6,36.1,44.4,50.3,204.7,403.6,197.2,236.0,13.6,68.0,5.1,142.4,198.7,244.9,268.9,225.3,224.4,98.3,187.8,168.3,234.2,184.0,201.3
밀양,2,21,11,8783,4786.045000000001,2.016,3.6,4.8,9.1,11.9,18.9,23.9,23.1,27.8,21.0,14.6,9.3,1.2,9.6,11.3,16.2,19.3,25.3,30.2,27.0,32.5,25.9,21.8,16.2,8.0,-1.4,-0.9,2.1,4.6,13.0,18.7,20.2,24.2,16.7,8.7,3.1,-4.3,78.2,61.6,36.1,44.4,50.3,204.7,403.6,197.2,236.0,13.6,68.0,5.1,142.4,198.7,244.9,268.9,225.3,224.4,98.3,187.8,168.3,234.2,184.0,201.3
밀양,4,21,10,8783,5213.902,7.88,3.6,4.8,9.1,11.9,18.9,23.9,23.1,27.8,21.0,14.6,9.3,1.2,9.6,11.3,16.2,19.3,25.3,30.2,27.0,32.5,25.9,21.8,16.2,8.0,-1.4,-0.9,2.1,4.6,13.0,18.7,20.2,24.2,16.7,8.7,3.1,-4.3,78.2,61.6,36.1,44.4,50.3,204.7,403.6,197.2,236.0,13.6,68.0,5.1,142.4,198.7,244.9,268.9,225.3,224.4,98.3,187.8,168.3,234.2,184.0,201.3
밀양,0,21,10,8783,5213.902,7.88,3.6,4.8,9.1,11.9,18.9,23.9,23.1,27.8,21.0,14.6,9.3,1.2,9.6,11.3,16.2,19.3,25.3,30.2,27.0,32.5,25.9,21.8,16.2,8.0,-1.4,-0.9,2.1,4.6,13.0,18.7,20.2,24.2,16.7,8.7,3.1,-4.3,78.2,61.6,36.1,44.4,50.3,204.7,403.6,197.2,236.0,13.6,68.0,5.1,142.4,198.7,244.9,268.9,225.3,224.4,98.3,187.8,168.3,234.2,184.0,201.3
밀양,2,21,10,8783,5213.902,7.88,3.6,4.8,9.1,11.9,18.9,23.9,23.1,27.8,21.0,14.6,9.3,1.2,9.6,11.3,16.2,19.3,25.3,30.2,27.0,32.5,25.9,21.8,16.2,8.0,-1.4,-0.9,2.1,4.6,13.0,18.7,20.2,24.2,16.7,8.7,3.1,-4.3,78.2,61.6,36.1,44.4,50.3,204.7,403.6,197.2,236.0,13.6,68.0,5.1,142.4,198.7,244.9,268.9,225.3,224.4,98.3,187.8,168.3,234.2,184.0,201.3
밀양,7,21,10,8783,5213.902,7.88,3.6,4.8,9.1,11.9,18.9,23.9,23.1,27.8,21.0,14.6,9.3,1.2,9.6,11.3,16.2,19.3,25.3,30.2,27.0,32.5,25.9,21.8,16.2,8.0,-1.4,-0.9,2.1,4.6,13.0,18.7,20.2,24.2,16.7,8.7,3.1,-4.3,78.2,61.6,36.1,44.4,50.3,204.7,403.6,197.2,236.0,13.6,68.0,5.1,142.4,198.7,244.9,268.9,225.3,224.4,98.3,187.8,168.3,234.2,184.0,201.3
밀양,6,21,10,8783,5213.902,7.88,3.6,4.8,9.1,11.9,18.9,23.9,23.1,27.8,21.0,14.6,9.3,1.2,9.6,11.3,16.2,19.3,25.3,30.2,27.0,32.5,25.9,21.8,16.2,8.0,-1.4,-0.9,2.1,4.6,13.0,18.7,20.2,24.2,16.7,8.7,3.1,-4.3,78.2,61.6,36.1,44.4,50.3,204.7,403.6,197.2,236.0,13.6,68.0,5.1,142.4,198.7,244.9,268.9,225.3,224.4,98.3,187.8,168.3,234.2,184.0,201.3
밀양,4,21,9,8783,3378.0029999999997,2.2,3.6,4.8,9.1,11.9,18.9,23.9,23.1,27.8,21.0,14.6,9.3,1.2,9.6,11.3,16.2,19.3,25.3,30.2,27.0,32.5,25.9,21.8,16.2,8.0,-1.4,-0.9,2.1,4.6,13.0,18.7,20.2,24.2,16.7,8.7,3.1,-4.3,78.2,61.6,36.1,44.4,50.3,204.7,403.6,197.2,236.0,13.6,68.0,5.1,142.4,198.7,244.9,268.9,225.3,224.4,98.3,187.8,168.3,234.2,184.0,201.3
밀양,0,21,9,8783,3378.0029999999997,2.2,3.6,4.8,9.1,11.9,18.9,23.9,23.1,27.8,21.0,14.6,9.3,1.2,9.6,11.3,16.2,19.3,25.3,30.2,27.0,32.5,25.9,21.8,16.2,8.0,-1.4,-0.9,2.1,4.6,13.0,18.7,20.2,24.2,16.7,8.7,3.1,-4.3,78.2,61.6,36.1,44.4,50.3,204.7,403.6,197.2,236.0,13.6,68.0,5.1,142.4,198.7,244.9,268.9,225.3,224.4,98.3,187.8,168.3,234.2,184.0,201.3
밀양,2,21,9,8783,3378.0029999999997,2.2,3.6,4.8,9.1,11.9,18.9,23.9,23.1,27.8,21.0,14.6,9.3,1.2,9.6,11.3,16.2,19.3,25.3,30.2,27.0,32.5,25.9,21.8,16.2,8.0,-1.4,-0.9,2.1,4.6,13.0,18.7,20.2,24.2,16.7,8.7,3.1,-4.3,78.2,61.6,36.1,44.4,50.3,204.7,403.6,197.2,236.0,13.6,68.0,5.1,142.4,198.7,244.9,268.9,225.3,224.4,98.3,187.8,168.3,234.2,184.0,201.3
밀양,6,21,9,8783,3378.0029999999997,2.2,3.6,4.8,9.1,11.9,18.9,23.9,23.1,27.8,21.0,14.6,9.3,1.2,9.6,11.3,16.2,19.3,25.3,30.2,27.0,32.5,25.9,21.8,16.2,8.0,-1.4,-0.9,2.1,4.6,13.0,18.7,20.2,24.2,16.7,8.7,3.1,-4.3,78.2,61.6,36.1,44.4,50.3,204.7,403.6,197.2,236.0,13.6,68.0,5.1,142.4,198.7,244.9,268.9,225.3,224.4,98.3,187.8,168.3,234.2,184.0,201.3
밀양,1,21,9,8783,3378.0029999999997,2.2,3.6,4.8,9.1,11.9,18.9,23.9,23.1,27.8,21.0,14.6,9.3,1.2,9.6,11.3,16.2,19.3,25.3,30.2,27.0,32.5,25.9,21.8,16.2,8.0,-1.4,-0.9,2.1,4.6,13.0,18.7,20.2,24.2,16.7,8.7,3.1,-4.3,78.2,61.6,36.1,44.4,50.3,204.7,403.6,197.2,236.0,13.6,68.0,5.1,142.4,198.7,244.9,268.9,225.3,224.4,98.3,187.8,168.3,234.2,184.0,201.3
산청,4,21,12,8783,6157.8009999999995,1.79,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
산청,0,21,12,8783,6157.8009999999995,1.79,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
산청,7,21,12,8783,6157.8009999999995,1.79,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
산청,2,21,12,8783,6157.8009999999995,1.79,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
산청,10,21,12,8783,6157.8009999999995,1.79,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
산청,6,21,12,8783,6157.8009999999995,1.79,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
산청,4,21,11,8783,4786.045000000001,2.016,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
산청,0,21,11,8783,4786.045000000001,2.016,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
산청,7,21,11,8783,4786.045000000001,2.016,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
산청,2,21,11,8783,4786.045000000001,2.016,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
산청,10,21,11,8783,4786.045000000001,2.016,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
산청,4,21,10,8783,5213.902,7.88,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
산청,0,21,10,8783,5213.902,7.88,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
산청,7,21,10,8783,5213.902,7.88,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
산청,2,21,10,8783,5213.902,7.88,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
산청,6,21,10,8783,5213.902,7.88,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
산청,4,21,9,8783,3378.0029999999997,2.2,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
산청,0,21,9,8783,3378.0029999999997,2.2,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
산청,7,21,9,8783,3378.0029999999997,2.2,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
산청,2,21,9,8783,3378.0029999999997,2.2,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
산청,10,21,9,8783,3378.0029999999997,2.2,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
산청,6,21,9,8783,3378.0029999999997,2.2,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
산청,1,21,9,8783,3378.0029999999997,2.2,2.9,4.1,8.1,11.0,18.2,23.2,22.5,26.7,19.5,13.6,8.4,1.2,8.5,10.4,15.1,18.0,24.2,29.1,26.3,31.4,25.1,21.0,15.2,7.6,-1.4,-1.4,1.4,3.9,12.6,18.4,19.6,23.3,15.6,8.1,2.8,-3.9,89.1,37.4,29.2,63.6,71.7,194.8,658.1,712.0,228.5,15.9,31.4,5.1,111.5,186.4,236.0,265.9,236.6,220.8,80.7,157.0,122.7,206.8,167.4,169.4
의령군,4,21,12,8783,6157.8009999999995,1.79,3.2,4.7,9.1,11.8,18.7,24.0,23.3,27.7,20.7,14.3,8.9,0.7,9.7,11.7,16.6,19.5,25.3,30.4,27.4,32.5,26.3,22.4,16.8,9.5,-1.7,-1.2,1.6,3.6,12.5,18.5,20.5,24.2,16.3,8.1,2.4,-5.4,100.0,38.1,33.0,51.3,63.5,180.2,559.5,346.6,317.8,23.5,24.8,9.2,152.1,212.9,241.9,256.8,196.5,207.4,77.6,153.7,130.4,241.6,187.9,202.7
의령군,0,21,12,8783,6157.8009999999995,1.79,3.2,4.7,9.1,11.8,18.7,24.0,23.3,27.7,20.7,14.3,8.9,0.7,9.7,11.7,16.6,19.5,25.3,30.4,27.4,32.5,26.3,22.4,16.8,9.5,-1.7,-1.2,1.6,3.6,12.5,18.5,20.5,24.2,16.3,8.1,2.4,-5.4,100.0,38.1,33.0,51.3,63.5,180.2,559.5,346.6,317.8,23.5,24.8,9.2,152.1,212.9,241.9,256.8,196.5,207.4,77.6,153.7,130.4,241.6,187.9,202.7
의령군,2,21,12,8783,6157.8009999999995,1.79,3.2,4.7,9.1,11.8,18.7,24.0,23.3,27.7,20.7,14.3,8.9,0.7,9.7,11.7,16.6,19.5,25.3,30.4,27.4,32.5,26.3,22.4,16.8,9.5,-1.7,-1.2,1.6,3.6,12.5,18.5,20.5,24.2,16.3,8.1,2.4,-5.4,100.0,38.1,33.0,51.3,63.5,180.2,559.5,346.6,317.8,23.5,24.8,9.2,152.1,212.9,241.9,256.8,196.5,207.4,77.6,153.7,130.4,241.6,187.9,202.7
의령군,6,21,12,8783,6157.8009999999995,1.79,3.2,4.7,9.1,11.8,18.7,24.0,23.3,27.7,20.7,14.3,8.9,0.7,9.7,11.7,16.6,19.5,25.3,30.4,27.4,32.5,26.3,22.4,16.8,9.5,-1.7,-1.2,1.6,3.6,12.5,18.5,20.5,24.2,16.3,8.1,2.4,-5.4,100.0,38.1,33.0,51.3,63.5,180.2,559.5,346.6,317.8,23.5,24.8,9.2,152.1,212.9,241.9,256.8,196.5,207.4,77.6,153.7,130.4,241.6,187.9,202.7
의령군,4,21,11,8783,4786.045000000001,2.016,3.2,4.7,9.1,11.8,18.7,24.0,23.3,27.7,20.7,14.3,8.9,0.7,9.7,11.7,16.6,19.5,25.3,30.4,27.4,32.5,26.3,22.4,16.8,9.5,-1.7,-1.2,1.6,3.6,12.5,18.5,20.5,24.2,16.3,8.1,2.4,-5.4,100.0,38.1,33.0,51.3,63.5,180.2,559.5,346.6,317.8,23.5,24.8,9.2,152.1,212.9,241.9,256.8,196.5,207.4,77.6,153.7,130.4,241.6,187.9,202.7
의령군,0,21,11,8783,4786.045000000001,2.016,3.2,4.7,9.1,11.8,18.7,24.0,23.3,27.7,20.7,14.3,8.9,0.7,9.7,11.7,16.6,19.5,25.3,30.4,27.4,32.5,26.3,22.4,16.8,9.5,-1.7,-1.2,1.6,3.6,12.5,18.5,20.5,24.2,16.3,8.1,2.4,-5.4,100.0,38.1,33.0,51.3,63.5,180.2,559.5,346.6,317.8,23.5,24.8,9.2,152.1,212.9,241.9,256.8,196.5,207.4,77.6,153.7,130.4,241.6,187.9,202.7
의령군,2,21,11,8783,4786.045000000001,2.016,3.2,4.7,9.1,11.8,18.7,24.0,23.3,27.7,20.7,14.3,8.9,0.7,9.7,11.7,16.6,19.5,25.3,30.4,27.4,32.5,26.3,22.4,16.8,9.5,-1.7,-1.2,1.6,3.6,12.5,18.5,20.5,24.2,16.3,8.1,2.4,-5.4,100.0,38.1,33.0,51.3,63.5,180.2,559.5,346.6,317.8,23.5,24.8,9.2,152.1,212.9,241.9,256.8,196.5,207.4,77.6,153.7,130.4,241.6,187.9,202.7
