,date,qty,total,cost
192,2014-05-24,1478.7699999999998,563.4600000000003,381.03288543857417
193,2014-05-26,1225.6499999999999,467.88999999999993,381.7484600008159
194,2014-05-27,1217.7399999999998,443.9500000000001,364.5687913676156
195,2014-05-28,927.6300000000001,361.0999999999999,389.2715845757466
196,2014-05-29,1139.9399999999996,436.41,382.8359387336177
198,2014-05-30,1180.9100000000003,470.18999999999994,398.1590468367613
199,2014-05-31,962.85,375.51,389.99844212494156
214,2014-06-02,1832.6600000000005,623.9,340.43412307793034
223,2014-06-03,635.72,253.16,398.225633926886
225,2014-06-04,803.2800000000001,341.29400000000004,424.87551040732995
226,2014-06-05,782.6700000000002,325.1699999999999,415.4624554409902
227,2014-06-06,1045.8,445.09000000000003,425.59762860967686
228,2014-06-07,1049.04,469.12999999999994,447.19934416228165
229,2014-06-09,1840.1899999999998,734.03,398.8881582880029
205,2014-06-10,1490.63,567.3100000000001,380.5840483553934
206,2014-06-11,1648.6200000000006,571.2000000000002,346.4715944244277
207,2014-06-12,1042.4,343.34000000000015,329.3745203376823
208,2014-06-13,860.9800000000001,309.42,359.3811702943157
209,2014-06-14,904.1800000000001,331.8900000000001,367.0618682120818
210,2014-06-16,1490.9999999999998,503.49,337.68611670020124
211,2014-06-17,1076.1499999999999,363.96,338.2056404776286
212,2014-06-18,851.1500000000001,300.0799999999999,352.5583034717734
213,2014-06-19,1122.0200000000002,365.6099999999998,325.84980659881256
215,2014-06-20,1093.1199999999997,340.2099999999999,311.22841042154573
216,2014-06-21,877.2299999999997,266.41,303.69458408855155
217,2014-06-23,1138.5000000000007,338.3,297.1453667105839
218,2014-06-24,512.3100000000001,190.67999999999998,372.19652163728983
219,2014-06-25,852.5899999999999,302.89,355.2586823678439
220,2014-06-26,882.68,309.5400000000001,350.6820138668601
221,2014-06-27,797.9099999999999,294.9479999999999,369.65071248637065
222,2014-06-28,872.7400000000001,306.26,350.91779911542955
224,2014-06-30,953.87,346.9699999999999,363.7497772233113
230,2014-07-01,1098.3500000000001,367.45,334.54727545864245
240,2014-07-02,868.57,280.61,323.0712550514063
249,2014-07-03,774.5200000000002,240.01,309.88224965139693
252,2014-07-04,784.77,244.79000000000002,311.92578717331196
253,2014-07-05,526.23,192.14000000000001,365.1255154590199
254,2014-07-07,883.0699999999998,319.51,361.81729647706305
255,2014-07-08,841.6600000000002,295.7899999999999,351.4364470213623
256,2014-07-09,922.5999999999998,299.68,324.82115759809244
231,2014-07-10,725.9,222.487,306.4981402397024
232,2014-07-11,825.4699999999999,258.71000000000004,313.40933044205127
233,2014-07-12,589.13,194.17,329.5876971126916
234,2014-07-14,737.0300000000002,246.566,334.53997801989055
235,2014-07-15,673.1400000000001,241.67000000000002,359.0189262263422
236,2014-07-16,834.04,300.2399999999999,359.9827346410243
237,2014-07-17,697.1400000000001,255.04000000000008,365.83756490805297
238,2014-07-18,667.07,268.5800000000001,402.6264110213322
239,2014-07-19,683.44,285.79,418.16399391314525
241,2014-07-21,904.83,378.38999999999993,418.1890520871323
242,2014-07-22,732.2800000000001,302.99,413.76249522040746
243,2014-07-23,875.2500000000001,340.36,388.87175092830614
244,2014-07-24,759.8,278.24999999999994,366.2147933666754
245,2014-07-25,807.6800000000001,270.84,335.330824088748
246,2014-07-26,484.9299999999999,180.48,372.17742766997304
247,2014-07-28,767.0399999999998,319.73999999999995,416.8491864831039
248,2014-07-29,871.6799999999998,355.20000000000005,407.4889867841411
250,2014-07-30,814.1200000000001,346.2000000000001,425.24443570972346
251,2014-07-31,1055.5999999999997,440.10699999999986,416.92591890867755
257,2014-08-01,726.7400000000001,331.28,455.84390566089655
266,2014-08-02,59.94,18.770000000000003,313.1464798131465
278,2014-08-04,703.07,333.3300000000001,474.10641899099676
279,2014-08-05,695.3899999999999,320.2199999999999,460.48979709227916
280,2014-08-06,894.66,401.62999999999994,448.9191424675295
281,2014-08-07,770.6499999999999,345.0100000000001,447.6870174527998
282,2014-08-08,814.6399999999999,385.18,472.8223509771188
283,2014-08-09,788.6400000000002,355.15000000000003,450.3322174883343
258,2014-08-11,1180.0399999999997,507.0000000000001,429.6464526626218
259,2014-08-12,958.94,425.8000000000001,444.0319519469415
260,2014-08-13,1078.37,459.13999999999993,425.7722303105613
261,2014-08-14,915.4899999999998,372.64999999999986,407.04977662235524
262,2014-08-15,704.2299999999999,322.1299999999999,457.4215810175652
263,2014-08-16,520.8299999999999,240.23999999999998,461.26375208801335
264,2014-08-18,720.1600000000002,322.2900000000001,447.5255498778049
265,2014-08-19,758.82,351.24999999999994,462.8897498748055
267,2014-08-20,868.5300000000001,381.49999999999994,439.24792465430085
268,2014-08-21,788.9200000000001,351.2700000000001,445.2542716625261
269,2014-08-22,750.7099999999999,324.2399999999999,431.911124135818
270,2014-08-23,801.1000000000003,337.06500000000005,420.75271501685177
271,2014-08-25,973.09,399.93999999999994,411.0000102765417
272,2014-08-26,668.74,308.4200000000001,461.1956814307504
273,2014-08-27,966.6600000000001,431.98999999999995,446.8892888916474
274,2014-08-28,771.18,362.58000000000015,470.16260795145126
275,2014-08-29,945.0599999999998,437.7000000000001,463.14519713034116
276,2014-08-30,834.5999999999999,393.4100000000001,471.37550922597666
277,2014-08-31,58.65,27.619999999999997,470.92924126172204
284,2014-09-01,708.05,355.6700000000001,502.3232822540782
293,2014-09-02,681.5700000000003,335.2999999999999,491.952404008392
302,2014-09-03,786.15,353.6800000000001,449.88869808560725
304,2014-09-04,544.6199999999999,238.23,437.42425911644824
305,2014-09-05,752.7900000000001,312.45000000000005,415.0559917108357
306,2014-09-06,223.58000000000004,99.98000000000003,447.17774398425627
307,2014-09-07,3.96,1.19,300.5050505050505
285,2014-09-11,441.81,207.24000000000004,469.0704148842263
286,2014-09-12,510.0500000000002,242.57999999999998,475.60043133026153
287,2014-09-13,494.43,237.14000000000004,479.6230002224785
288,2014-09-15,783.4899999999999,383.40999999999997,489.36170212765956
289,2014-09-16,876.8499999999999,434.69000000000005,495.7404345098935
290,2014-09-17,833.6999999999998,404.86,485.6183279357084
291,2014-09-18,1007.4500000000003,460.1199999999999,456.7174549605437
292,2014-09-19,986.0700000000002,429.29999999999995,435.3646292859532
294,2014-09-20,703.9699999999999,314.3,446.4678892566445
295,2014-09-22,1036.38,456.9500000000001,440.90970493448356
296,2014-09-23,793.06,348.06999999999994,438.8949133735152
297,2014-09-24,843.9499999999998,368.4000000000001,436.51875111084803
298,2014-09-25,752.0700000000002,319.99,425.47901126224946
299,2014-09-26,916.9700000000001,388.05000000000007,423.1872362236496
300,2014-09-27,650.3400000000003,282.3800000000001,434.20364732293876
301,2014-09-29,922.1,413.45,448.3787007916712
303,2014-09-30,812.9199999999998,382.11000000000007,470.04625301382686
24,2014-10-01,751.4200000000001,331.0000000000001,440.4993212850338
33,2014-10-02,755.96,334.62999999999994,442.65569606857497
43,2014-10-03,894.0199999999999,384.71999999999997,430.32594349119705
46,2014-10-04,612.5299999999999,263.96,430.93399506962936
47,2014-10-06,882.6800000000001,394.11999999999995,446.50382924729223
48,2014-10-07,773.46,342.69000000000005,443.06105034520215
49,2014-10-08,927.1000000000001,410.58,442.8648473735303
50,2014-10-09,837.71,351.73,419.87083835694926
25,2014-10-10,725.3000000000001,302.03999999999996,416.4345787949813
26,2014-10-11,801.6000000000001,328.91,410.316866267465
27,2014-10-13,802.3400000000003,338.31000000000006,421.6541615773861
28,2014-10-14,798.1800000000001,336.09999999999997,421.0829637425141
29,2014-10-15,904.0899999999998,389.45000000000005,430.7646362640889
30,2014-10-16,854.45,369.56000000000006,432.5121423137691
31,2014-10-17,943.0500000000001,392.62000000000006,416.3299931074705
32,2014-10-18,697.09,293.34,420.8064955744595
34,2014-10-20,671.7299999999999,332.31,494.7076950560494
35,2014-10-21,739.0499999999998,321.24000000000007,434.66612543129713
36,2014-10-22,729.8999999999999,317.105,434.449924647212
37,2014-10-23,727.8199999999999,315.02,432.8267978346295
38,2014-10-24,861.4899999999998,357.9599999999999,415.5126583013152
39,2014-10-25,679.66,300.3299999999999,441.88270605891177
40,2014-10-27,776.0400000000001,353.94000000000005,456.0847379001083
41,2014-10-28,808.8499999999999,378.19,467.565061507078
42,2014-10-29,793.34,371.06,467.7187586658935
44,2014-10-30,858.3299999999999,396.30999999999983,461.7221814453647
45,2014-10-31,875.01,401.44000000000005,458.78332819053503
51,2014-11-01,680.2799999999999,312.98,460.07526312694785
70,2014-11-03,746.7700000000001,341.23,456.9412268837794
71,2014-11-04,744.8300000000002,356.34,478.4178940160841
72,2014-11-05,825.08,386.08,467.9303825083628
73,2014-11-06,912.7100000000002,434.61999999999995,476.18630233042245
74,2014-11-07,792.64,381.75000000000006,481.6183891804603
75,2014-11-08,790.8000000000001,372.26000000000005,470.7384926656551
52,2014-11-10,848.33,397.82000000000005,468.94486815272364
53,2014-11-11,745.6399999999999,357.41,479.33319027949153
54,2014-11-12,1125.5000000000002,531.5399999999998,472.2701021768101
55,2014-11-13,850.5699999999999,378.38,444.85462689725716
56,2014-11-14,757.74,343.82,453.7440282946657
57,2014-11-15,654.0600000000001,298.77,456.79295477479127
58,2014-11-17,944.48,429.89000000000004,455.16051160426906
59,2014-11-18,851.7800000000001,390.17999999999995,458.0760290215782
60,2014-11-19,944.78,429.06,454.1374711573065
61,2014-11-20,948.0100000000001,405.01999999999987,427.23178025548236
62,2014-11-21,904.8299999999998,397.30999999999995,439.09905728147834
63,2014-11-22,663.2600000000003,292.7199999999999,441.33522298947594
64,2014-11-24,871.4999999999998,406.50000000000006,466.43717728055094
65,2014-11-25,824.4300000000002,399.5450000000001,484.6318062176291
66,2014-11-26,957.08,432.85000000000014,452.2610440088604
67,2014-11-27,875.6499999999999,375.9699999999999,429.3610460800548
68,2014-11-28,736.1199999999999,310.5400000000001,421.8605662120308
69,2014-11-29,650.0500000000001,283.84,436.643335128067
76,2014-12-01,751.5400000000001,339.2,451.33991537376585
86,2014-12-02,704.8999999999999,314.04999999999995,445.52418782806075
95,2014-12-03,737.3099999999998,316.63,429.4394488071504
98,2014-12-04,773.53,326.17999999999995,421.67724587281674
99,2014-12-05,774.97,334.82,432.0425306786069
100,2014-12-06,688.03,278.48999999999995,404.76432713689803
101,2014-12-08,833.24,342.3300000000001,410.8420143056024
102,2014-12-09,646.6200000000001,283.78000000000003,438.8667223407875
77,2014-12-10,790.5099999999998,372.77000000000015,471.55633704823504
78,2014-12-11,882.4499999999998,403.39,457.12504957787985
79,2014-12-12,995.3699999999999,444.2399999999999,446.30639862563663
80,2014-12-13,788.0300000000001,366.9499999999999,465.65486085555096
81,2014-12-15,983.7499999999998,455.48999999999995,463.0139771283355
82,2014-12-16,847.7800000000001,402.16,474.3683502795536
83,2014-12-17,844.5600000000002,369.78000000000014,437.8374538221086
84,2014-12-18,583.3200000000002,248.13000000000002,425.37543715284914
85,2014-12-19,835.47,361.9099999999999,433.18132308760323
87,2014-12-20,673.9999999999999,306.78000000000003,455.16320474777467
88,2014-12-22,838.9499999999999,416.19,496.08439120328984
89,2014-12-23,810.2599999999999,394.32000000000005,486.65860341125085
90,2014-12-24,782.25,384.96,492.1188878235858
91,2014-12-25,890.85,438.06999999999994,491.7438401526631
92,2014-12-26,934.12,403.05,431.4756134115531
93,2014-12-27,844.8000000000001,408.63,483.70028409090907
94,2014-12-29,1091.27,528.86,484.62800223592694
96,2014-12-30,879.2,425.84000000000003,484.34940855323026
97,2014-12-31,775.8999999999999,377.14,486.0677922412683
316,2015-01-02,15.7,6.010000000000001,382.8025477707007
326,2015-01-03,717.07,359.8900000000001,501.88963420586566
329,2015-01-05,998.7000000000002,485.73999999999995,486.37228396915975
330,2015-01-06,961.5,494.65000000000015,514.4565782631307
331,2015-01-07,940.3799999999998,460.12999999999994,489.30219698419796
332,2015-01-08,955.0400000000001,443.85,464.74493214943874
333,2015-01-09,907.9599999999998,410.12,451.6939072205825
308,2015-01-10,910.89,405.4599999999998,445.1250974321815
309,2015-01-12,891.7099999999998,411.3800000000001,461.3383274831506
310,2015-01-13,806.1400000000001,375.2799999999999,465.5270796635819
311,2015-01-14,806.43,371.88,461.1435586473718
312,2015-01-15,814.8900000000001,370.28000000000003,454.39261740848457
313,2015-01-16,957.66,431.06999999999994,450.12843806779017
314,2015-01-17,726.5499999999998,336.30999999999995,462.88624320418415
315,2015-01-19,876.7199999999999,424.7300000000001,484.4534172825989
317,2015-01-20,901.6799999999997,416.81999999999994,462.2704285334044
318,2015-01-21,830.0799999999998,400.09,481.9896877409407
319,2015-01-22,727.0799999999998,364.6500000000001,501.5266545634596
320,2015-01-23,755.99,368.0900000000001,486.8979748409372
321,2015-01-24,730.3100000000001,359.89,492.79073270255094
322,2015-01-26,1042.0800000000004,479.7599999999999,460.3869184707505
323,2015-01-27,783.9100000000002,373.7800000000001,476.8149404906175
324,2015-01-28,843.45,394.27000000000004,467.4491671112692
325,2015-01-29,942.21,444.87999999999994,472.16650215981565
327,2015-01-30,696.2900000000001,334.5199999999999,480.4320039064182
328,2015-01-31,863.3699999999998,399.10999999999996,462.26994220322695
422,2015-02-02,858.6,410.61,478.23200559049616
429,2015-02-03,879.6600000000001,423.40999999999997,481.33369711024704
430,2015-02-04,761.4100000000001,361.19999999999993,474.38305249471364
431,2015-02-05,892.8000000000001,437.88,490.4569892473118
432,2015-02-06,974.5899999999999,468.59,480.80731384479634
433,2015-02-07,921.0900000000001,458.43000000000006,497.7038074455265
434,2015-02-09,941.9700000000001,468.8500000000001,497.73347346518466
413,2015-02-10,966.2899999999998,477.3100000000001,493.96144014736797
414,2015-02-11,880.9599999999999,443.41999999999996,503.33726843443515
415,2015-02-12,1043.41,532.37,510.2212936429591
416,2015-02-13,1048.1200000000001,543.6100000000002,518.6524443765983
417,2015-02-14,1060.2199999999998,569.6799999999998,537.3224425119315
418,2015-02-15,16.62,7.65,460.2888086642599
419,2015-02-16,1334.05,726.4699999999998,544.5597991079793
420,2015-02-17,868.6800000000001,470.96999999999997,542.167426440116
421,2015-02-18,51.36000000000001,23.220000000000002,452.1028037383178
423,2015-02-23,686.22,462.56999999999994,674.0841129666869
424,2015-02-24,816.9900000000001,563.93,690.2532466737658
425,2015-02-25,938.6600000000001,653.7299999999999,696.4502588796794
426,2015-02-26,747.3100000000002,504.56999999999994,675.1816515234639
427,2015-02-27,1009.1499999999999,667.9000000000001,661.8441262448597
428,2015-02-28,1070.41,623.67,582.645902037537
444,2015-03-02,965.7300000000001,555.42,575.1296946351464
453,2015-03-03,925.8199999999999,524.6199999999999,566.6544252662504
456,2015-03-04,853.1899999999999,518.19,607.3559230652024
457,2015-03-05,832.9099999999997,492.24999999999994,591.000228115883
458,2015-03-06,855.8300000000002,504.15999999999997,589.0889545821015
459,2015-03-07,861.5500000000003,494.48999999999995,573.9539202599963
460,2015-03-09,996.09,557.97,560.1602264855585
435,2015-03-10,1027.78,547.5699999999999,532.7696588764131
436,2015-03-11,1016.2300000000001,525.0400000000001,516.6546943113273
437,2015-03-12,702.8400000000001,359.74,511.8376870980592
438,2015-03-13,770.2499999999999,396.92999999999995,515.3261927945472
439,2015-03-14,625.2000000000002,346.01,553.4388995521432
440,2015-03-16,895.9000000000001,498.1700000000001,556.0553633217993
441,2015-03-17,953.7799999999999,541.9600000000002,568.2232800016777
442,2015-03-18,967.09,526.19,544.0962061442058
443,2015-03-19,814.9100000000002,455.26000000000005,558.6629198316377
445,2015-03-20,934.1299999999997,501.59000000000003,536.9595238350125
446,2015-03-21,991.6100000000001,500.95999999999987,505.1986163915247
447,2015-03-23,904.5900000000003,470.8799999999999,520.5452193811558
448,2015-03-24,862.0899999999998,467.89000000000004,542.7391571645654
449,2015-03-25,921.4799999999999,519.03,563.2569344966793
450,2015-03-26,921.2500000000001,520.32,564.797829036635
451,2015-03-27,745.64,430.17999999999995,576.9272034762083
452,2015-03-28,822.8599999999997,478.71999999999997,581.7757577230636
454,2015-03-30,1076.1399999999999,596.1,553.9242106045682
455,2015-03-31,656.3499999999999,399.83000000000004,609.1719357050356
461,2015-04-01,928.4699999999998,588.8700000000001,634.2369704998548
470,2015-04-02,881.5400000000001,567.1900000000002,643.4081266873881
480,2015-04-03,743.54,457.94,615.8915458482395
482,2015-04-04,922.32,582.7199999999999,631.798074421025
483,2015-04-06,1104.4299999999998,718.4,650.4712838296679
484,2015-04-07,754.14,550.1600000000002,729.519717824277
485,2015-04-08,892.02,674.54,756.1938073137374
486,2015-04-09,1015.0599999999997,743.7800000000002,732.7448623726681
462,2015-04-10,1091.35,728.1899999999999,667.237824712512
463,2015-04-11,1181.2300000000002,692.3499999999997,586.1263259483754
464,2015-04-13,1470.1199999999992,867.3199999999999,589.9654449976875
465,2015-04-14,1072.49,661.77,617.040718328376
466,2015-04-15,1086.1299999999994,613.6899999999999,565.0244445876647
467,2015-04-16,1478.5200000000004,720.57,487.3589806022237
468,2015-04-17,1393.98,711.0799999999999,510.1077490351367
469,2015-04-18,1446.5000000000002,708.9799999999999,490.1348081576217
471,2015-04-20,1299.86,637.0699999999998,490.1066268675087
472,2015-04-21,1195.6299999999999,640.3400000000001,535.5670232429767
473,2015-04-22,1204.0099999999998,711.38,590.8422687519208
474,2015-04-23,1435.8700000000001,842.4000000000002,586.6826384004124
475,2015-04-24,1605.6999999999998,1026.72,639.422058915115
476,2015-04-25,1537.4800000000002,891.5000000000002,579.8449410724043
477,2015-04-27,1918.0199999999993,1122.0699999999997,585.0147547992201
478,2015-04-28,1505.0399999999997,833.9599999999997,554.1115186307339
479,2015-04-29,1257.41,760.88,605.1168672111721
481,2015-04-30,1009.3899999999999,689.8499999999998,683.4325681847452
487,2015-05-01,1114.82,785.75,704.8223031520783
496,2015-05-02,1034.1100000000004,757.4099999999999,732.4269178327254
