kind,market,corp,wide,city,price,year,month,area,ratio,amount,weather,inn,out
4,5,23,2,26,598.39,21,8,3159,9739,307653,영천,2027.112,271.10499999999996
4,5,79,2,26,662.87,21,8,3159,9739,307653,영천,2027.112,271.10499999999996
4,6,25,2,26,586.33,21,8,3159,9739,307653,영천,2027.112,271.10499999999996
4,17,48,2,26,766.64,21,8,3159,9739,307653,영천,2027.112,271.10499999999996
0,5,17,2,26,709.49,21,8,3159,9739,307653,영천,2027.112,271.10499999999996
0,8,29,2,26,574.66,21,8,3159,9739,307653,영천,2027.112,271.10499999999996
0,31,20,2,26,721.43,21,8,3159,9739,307653,영천,2027.112,271.10499999999996
0,31,73,2,26,503.32,21,8,3159,9739,307653,영천,2027.112,271.10499999999996
7,10,30,2,26,770.78,21,8,3159,9739,307653,영천,2027.112,271.10499999999996
2,10,60,2,26,822.14,21,8,3159,9739,307653,영천,2027.112,271.10499999999996
2,3,55,2,26,647.75,21,8,3159,9739,307653,영천,2027.112,271.10499999999996
2,8,33,2,26,700.0,21,8,3159,9739,307653,영천,2027.112,271.10499999999996
2,12,39,2,26,805.85,21,8,3159,9739,307653,영천,2027.112,271.10499999999996
6,31,20,2,26,13750.0,21,8,3159,9739,307653,영천,2027.112,271.10499999999996
4,5,23,2,29,732.12,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
4,5,79,2,29,666.7,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
4,21,35,2,29,754.33,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
4,6,25,2,29,709.22,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
4,6,26,2,29,665.94,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
4,7,14,2,29,748.79,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
4,20,24,2,29,752.27,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
4,18,76,2,29,920.11,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
4,30,72,2,29,640.26,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
0,5,17,2,29,750.0,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
0,3,13,2,29,769.01,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
0,28,70,2,29,726.75,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
0,13,41,2,29,693.22,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
0,18,76,2,29,684.85,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
0,30,71,2,29,536.28,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
0,4,8,2,29,555.34,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
0,14,43,2,29,490.35,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
0,14,42,2,29,387.03,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
2,3,55,2,29,504.46,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
2,17,47,2,29,575.71,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
6,5,79,2,29,816.65,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
6,5,23,2,29,750.0,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
6,6,26,2,29,800.0,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
6,7,14,2,29,615.0,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
6,28,70,2,29,796.43,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
6,4,8,2,29,660.0,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
6,14,43,2,29,800.0,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
4,5,23,2,2,653.05,21,8,3159,9739,307653,합천,2027.112,271.10499999999996
4,5,79,2,2,578.29,21,8,3159,9739,307653,합천,2027.112,271.10499999999996
4,5,22,2,2,447.17,21,8,3159,9739,307653,합천,2027.112,271.10499999999996
4,8,15,2,2,387.8,21,8,3159,9739,307653,합천,2027.112,271.10499999999996
4,6,26,2,2,676.53,21,8,3159,9739,307653,합천,2027.112,271.10499999999996
4,6,25,2,2,375.13,21,8,3159,9739,307653,합천,2027.112,271.10499999999996
4,7,14,2,2,781.65,21,8,3159,9739,307653,합천,2027.112,271.10499999999996
0,5,21,2,2,262.63,21,8,3159,9739,307653,합천,2027.112,271.10499999999996
0,5,17,2,2,643.15,21,8,3159,9739,307653,합천,2027.112,271.10499999999996
0,3,13,2,2,839.23,21,8,3159,9739,307653,합천,2027.112,271.10499999999996
0,3,55,2,2,854.01,21,8,3159,9739,307653,합천,2027.112,271.10499999999996
0,9,16,2,2,100.0,21,8,3159,9739,307653,합천,2027.112,271.10499999999996
0,20,28,2,2,912.3,21,8,3159,9739,307653,합천,2027.112,271.10499999999996
7,10,75,2,2,943.08,21,8,3159,9739,307653,합천,2027.112,271.10499999999996
7,10,30,2,2,944.43,21,8,3159,9739,307653,합천,2027.112,271.10499999999996
2,10,75,2,2,935.32,21,8,3159,9739,307653,합천,2027.112,271.10499999999996
2,10,60,2,2,943.25,21,8,3159,9739,307653,합천,2027.112,271.10499999999996
2,10,30,2,2,899.92,21,8,3159,9739,307653,합천,2027.112,271.10499999999996
2,3,55,2,2,733.06,21,8,3159,9739,307653,합천,2027.112,271.10499999999996
4,5,23,2,7,546.01,21,8,3159,9739,307653,구미,2027.112,271.10499999999996
4,5,79,2,7,350.61,21,8,3159,9739,307653,구미,2027.112,271.10499999999996
4,5,22,2,7,670.0,21,8,3159,9739,307653,구미,2027.112,271.10499999999996
4,30,72,2,7,322.8,21,8,3159,9739,307653,구미,2027.112,271.10499999999996
4,4,9,2,7,710.78,21,8,3159,9739,307653,구미,2027.112,271.10499999999996
0,5,17,2,7,525.0,21,8,3159,9739,307653,구미,2027.112,271.10499999999996
0,4,8,2,7,629.3,21,8,3159,9739,307653,구미,2027.112,271.10499999999996
2,10,60,2,7,633.89,21,8,3159,9739,307653,구미,2027.112,271.10499999999996
6,4,9,2,7,500.0,21,8,3159,9739,307653,구미,2027.112,271.10499999999996
1,4,8,2,7,651.67,21,8,3159,9739,307653,구미,2027.112,271.10499999999996
4,5,23,2,8,697.46,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
4,5,79,2,8,658.2,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
4,5,22,2,8,666.96,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
4,8,15,2,8,697.62,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
4,6,26,2,8,617.8,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
4,7,14,2,8,692.19,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
4,7,27,2,8,613.16,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
4,4,9,2,8,780.0,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
0,3,13,2,8,600.0,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
0,8,29,2,8,733.41,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
0,4,8,2,8,704.56,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
2,8,33,2,8,724.71,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
2,17,47,2,8,715.16,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
6,5,23,2,8,675.0,21,8,3159,9739,307653,의성,2027.112,271.10499999999996
4,5,23,2,21,602.47,21,8,3159,9739,307653,안동,2027.112,271.10499999999996
4,5,79,2,21,473.24,21,8,3159,9739,307653,안동,2027.112,271.10499999999996
4,9,34,2,21,761.66,21,8,3159,9739,307653,안동,2027.112,271.10499999999996
4,8,15,2,21,627.27,21,8,3159,9739,307653,안동,2027.112,271.10499999999996
4,6,25,2,21,711.0,21,8,3159,9739,307653,안동,2027.112,271.10499999999996
4,16,46,2,21,757.67,21,8,3159,9739,307653,안동,2027.112,271.10499999999996
0,10,10,2,21,1250.0,21,8,3159,9739,307653,안동,2027.112,271.10499999999996
0,8,29,2,21,613.72,21,8,3159,9739,307653,안동,2027.112,271.10499999999996
0,6,25,2,21,761.67,21,8,3159,9739,307653,안동,2027.112,271.10499999999996
0,14,42,2,21,639.82,21,8,3159,9739,307653,안동,2027.112,271.10499999999996
0,14,43,2,21,366.58,21,8,3159,9739,307653,안동,2027.112,271.10499999999996
2,3,55,2,21,700.82,21,8,3159,9739,307653,안동,2027.112,271.10499999999996
4,21,3,2,15,919.68,21,8,3159,9739,307653,문경,2027.112,271.10499999999996
4,6,26,2,15,966.67,21,8,3159,9739,307653,문경,2027.112,271.10499999999996
4,12,2,2,15,954.09,21,8,3159,9739,307653,문경,2027.112,271.10499999999996
4,27,66,2,15,1039.9,21,8,3159,9739,307653,문경,2027.112,271.10499999999996
4,16,45,2,15,897.84,21,8,3159,9739,307653,문경,2027.112,271.10499999999996
4,16,46,2,15,911.8,21,8,3159,9739,307653,문경,2027.112,271.10499999999996
4,30,72,2,15,521.15,21,8,3159,9739,307653,문경,2027.112,271.10499999999996
0,30,71,2,15,775.69,21,8,3159,9739,307653,문경,2027.112,271.10499999999996
0,14,42,2,15,530.0,21,8,3159,9739,307653,문경,2027.112,271.10499999999996
7,3,13,2,15,950.3,21,8,3159,9739,307653,문경,2027.112,271.10499999999996
7,11,11,2,15,922.86,21,8,3159,9739,307653,문경,2027.112,271.10499999999996
2,10,60,2,15,642.92,21,8,3159,9739,307653,문경,2027.112,271.10499999999996
6,12,2,2,15,1349.71,21,8,3159,9739,307653,문경,2027.112,271.10499999999996
4,7,27,2,25,535.64,21,8,3159,9739,307653,영주,2027.112,271.10499999999996
4,18,76,2,25,1001.61,21,8,3159,9739,307653,영주,2027.112,271.10499999999996
0,5,21,2,25,610.0,21,8,3159,9739,307653,영주,2027.112,271.10499999999996
0,3,55,2,25,662.81,21,8,3159,9739,307653,영주,2027.112,271.10499999999996
0,18,76,2,25,1200.0,21,8,3159,9739,307653,영주,2027.112,271.10499999999996
7,10,75,2,25,770.85,21,8,3159,9739,307653,영주,2027.112,271.10499999999996
2,10,75,2,25,622.57,21,8,3159,9739,307653,영주,2027.112,271.10499999999996
2,10,37,2,25,616.06,21,8,3159,9739,307653,영주,2027.112,271.10499999999996
2,3,55,2,25,582.34,21,8,3159,9739,307653,영주,2027.112,271.10499999999996
4,5,23,2,9,602.02,21,8,3159,9739,307653,추풍령,2027.112,271.10499999999996
4,9,34,2,9,500.0,21,8,3159,9739,307653,추풍령,2027.112,271.10499999999996
4,21,54,2,9,709.19,21,8,3159,9739,307653,추풍령,2027.112,271.10499999999996
4,6,25,2,9,791.93,21,8,3159,9739,307653,추풍령,2027.112,271.10499999999996
4,7,14,2,9,555.0,21,8,3159,9739,307653,추풍령,2027.112,271.10499999999996
4,7,27,2,9,846.67,21,8,3159,9739,307653,추풍령,2027.112,271.10499999999996
4,16,46,2,9,766.98,21,8,3159,9739,307653,추풍령,2027.112,271.10499999999996
4,4,9,2,9,606.32,21,8,3159,9739,307653,추풍령,2027.112,271.10499999999996
0,10,10,2,9,959.01,21,8,3159,9739,307653,추풍령,2027.112,271.10499999999996
0,5,17,2,9,675.53,21,8,3159,9739,307653,추풍령,2027.112,271.10499999999996
0,28,70,2,9,677.52,21,8,3159,9739,307653,추풍령,2027.112,271.10499999999996
0,4,8,2,9,747.85,21,8,3159,9739,307653,추풍령,2027.112,271.10499999999996
7,10,75,2,9,822.94,21,8,3159,9739,307653,추풍령,2027.112,271.10499999999996
7,10,30,2,9,657.5,21,8,3159,9739,307653,추풍령,2027.112,271.10499999999996
2,10,10,2,9,636.13,21,8,3159,9739,307653,추풍령,2027.112,271.10499999999996
2,10,75,2,9,703.87,21,8,3159,9739,307653,추풍령,2027.112,271.10499999999996
2,10,30,2,9,609.55,21,8,3159,9739,307653,추풍령,2027.112,271.10499999999996
2,9,77,2,9,743.15,21,8,3159,9739,307653,추풍령,2027.112,271.10499999999996
6,28,70,2,9,750.0,21,8,3159,9739,307653,추풍령,2027.112,271.10499999999996
4,5,22,2,1,613.23,21,8,3159,9739,307653,대구,2027.112,271.10499999999996
4,5,79,2,1,505.58,21,8,3159,9739,307653,대구,2027.112,271.10499999999996
4,5,23,2,1,433.48,21,8,3159,9739,307653,대구,2027.112,271.10499999999996
4,9,34,2,1,568.87,21,8,3159,9739,307653,대구,2027.112,271.10499999999996
4,8,15,2,1,484.33,21,8,3159,9739,307653,대구,2027.112,271.10499999999996
4,6,26,2,1,613.6,21,8,3159,9739,307653,대구,2027.112,271.10499999999996
4,7,27,2,1,731.78,21,8,3159,9739,307653,대구,2027.112,271.10499999999996
0,5,17,2,1,566.77,21,8,3159,9739,307653,대구,2027.112,271.10499999999996
0,8,29,2,1,841.46,21,8,3159,9739,307653,대구,2027.112,271.10499999999996
0,26,19,2,1,665.0,21,8,3159,9739,307653,대구,2027.112,271.10499999999996
2,8,33,2,1,624.14,21,8,3159,9739,307653,대구,2027.112,271.10499999999996
6,9,34,2,1,916.5,21,8,3159,9739,307653,대구,2027.112,271.10499999999996
4,5,79,1,37,670.41,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
4,5,23,1,37,657.23,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
4,5,22,1,37,400.0,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
4,9,34,1,37,695.15,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
4,21,54,1,37,751.87,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
4,21,35,1,37,801.17,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
4,8,15,1,37,708.34,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
4,6,26,1,37,759.03,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
4,6,25,1,37,813.15,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
4,7,14,1,37,787.4,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
4,7,27,1,37,566.19,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
4,20,24,1,37,803.27,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
4,20,53,1,37,798.98,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
4,2,12,1,37,765.7,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
4,17,48,1,37,725.0,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
4,27,66,1,37,859.73,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
4,16,46,1,37,830.79,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
4,24,62,1,37,627.8,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
4,0,0,1,37,854.73,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
0,10,10,1,37,934.37,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
0,5,21,1,37,557.75,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
0,9,16,1,37,651.27,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
0,8,29,1,37,710.62,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
0,6,25,1,37,700.0,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
0,2,31,1,37,564.44,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
0,13,41,1,37,774.28,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
0,25,63,1,37,618.05,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
0,26,19,1,37,686.51,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
0,24,61,1,37,647.78,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
7,5,17,1,37,639.98,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
7,1,6,1,37,758.75,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
7,15,18,1,37,816.46,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
2,10,60,1,37,863.04,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
2,9,77,1,37,681.07,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
2,8,33,1,37,685.4,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
2,12,39,1,37,846.4,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
2,15,18,1,37,874.07,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
10,24,62,1,37,750.0,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
6,10,60,1,37,1056.77,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
6,5,79,1,37,872.43,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
6,5,23,1,37,622.74,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
6,9,34,1,37,940.85,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
6,21,54,1,37,840.84,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
6,8,33,1,37,753.12,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
6,7,27,1,37,250.0,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
6,16,46,1,37,1008.75,21,8,4023,8423,338877,합천,2027.112,271.10499999999996
4,5,23,1,16,550.13,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
4,5,79,1,16,436.03,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
4,9,34,1,16,437.18,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
4,8,15,1,16,307.57,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
4,6,26,1,16,600.0,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
4,26,64,1,16,588.95,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
0,5,17,1,16,567.46,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
0,9,16,1,16,508.96,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
0,8,29,1,16,626.28,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
0,26,19,1,16,386.34,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
2,10,37,1,16,206.94,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
2,9,77,1,16,435.89,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
2,8,33,1,16,805.56,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
4,5,23,1,33,636.97,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
4,5,79,1,33,622.76,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
4,5,22,1,33,421.02,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
4,9,34,1,33,688.21,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
4,11,11,1,33,1301.66,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
4,21,54,1,33,730.96,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
4,8,15,1,33,705.74,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
4,6,25,1,33,607.91,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
4,6,26,1,33,569.12,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
4,7,14,1,33,705.08,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
4,7,27,1,33,615.0,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
4,20,24,1,33,800.0,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
4,20,53,1,33,621.25,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
4,17,48,1,33,700.51,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
4,24,62,1,33,725.0,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
0,5,21,1,33,716.49,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
0,3,13,1,33,775.77,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
0,9,16,1,33,659.18,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
0,8,29,1,33,592.32,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
0,8,15,1,33,911.77,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
0,20,28,1,33,713.26,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
0,13,41,1,33,768.2,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
0,25,32,1,33,595.06,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
0,25,63,1,33,518.86,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
0,26,19,1,33,696.55,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
2,10,60,1,33,675.42,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
2,10,37,1,33,505.94,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
2,3,55,1,33,678.51,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
2,9,77,1,33,638.43,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
2,8,33,1,33,710.31,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
8,8,33,1,33,526.75,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
6,5,79,1,33,909.8,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
6,5,22,1,33,250.0,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
6,9,34,1,33,883.18,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
6,8,33,1,33,921.79,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
6,7,14,1,33,698.18,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
6,20,28,1,33,741.57,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
6,25,32,1,33,650.0,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
1,0,0,1,33,1400.0,21,8,4023,8423,338877,밀양,2027.112,271.10499999999996
4,5,23,1,35,670.28,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
4,9,34,1,35,736.49,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
4,1,4,1,35,550.0,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
4,21,54,1,35,775.0,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
4,21,3,1,35,785.71,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
4,6,25,1,35,732.89,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
4,6,26,1,35,766.21,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
4,7,14,1,35,713.6,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
4,7,27,1,35,792.43,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
4,20,53,1,35,775.05,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
4,20,24,1,35,819.44,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
4,16,45,1,35,873.81,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
4,26,64,1,35,734.69,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
4,24,62,1,35,592.38,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
0,3,13,1,35,800.0,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
0,9,16,1,35,710.34,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
0,6,25,1,35,755.0,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
0,20,28,1,35,807.14,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
0,24,61,1,35,505.27,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
7,10,10,1,35,954.53,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
7,5,17,1,35,926.2,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
7,11,11,1,35,2824.53,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
7,1,4,1,35,794.58,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
2,10,60,1,35,814.81,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
2,3,55,1,35,737.79,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
2,1,4,1,35,675.79,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
2,12,39,1,35,793.7,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
10,24,62,1,35,818.27,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
6,6,26,1,35,1000.0,21,8,4023,8423,338877,산청,2027.112,271.10499999999996
4,9,34,1,28,657.54,21,8,4023,8423,338877,의령군,2027.112,271.10499999999996
4,8,15,1,28,788.64,21,8,4023,8423,338877,의령군,2027.112,271.10499999999996
4,17,48,1,28,810.0,21,8,4023,8423,338877,의령군,2027.112,271.10499999999996
4,24,62,1,28,621.64,21,8,4023,8423,338877,의령군,2027.112,271.10499999999996
0,5,17,1,28,938.76,21,8,4023,8423,338877,의령군,2027.112,271.10499999999996
0,3,13,1,28,764.86,21,8,4023,8423,338877,의령군,2027.112,271.10499999999996
0,9,16,1,28,653.82,21,8,4023,8423,338877,의령군,2027.112,271.10499999999996
0,8,29,1,28,711.35,21,8,4023,8423,338877,의령군,2027.112,271.10499999999996
0,20,28,1,28,509.33,21,8,4023,8423,338877,의령군,2027.112,271.10499999999996
0,25,63,1,28,493.51,21,8,4023,8423,338877,의령군,2027.112,271.10499999999996
0,25,32,1,28,292.42,21,8,4023,8423,338877,의령군,2027.112,271.10499999999996
0,24,61,1,28,748.4,21,8,4023,8423,338877,의령군,2027.112,271.10499999999996
2,9,77,1,28,730.0,21,8,4023,8423,338877,의령군,2027.112,271.10499999999996
2,8,33,1,28,700.0,21,8,4023,8423,338877,의령군,2027.112,271.10499999999996
10,24,62,1,28,850.0,21,8,4023,8423,338877,의령군,2027.112,271.10499999999996
6,8,29,1,28,725.0,21,8,4023,8423,338877,의령군,2027.112,271.10499999999996
4,21,3,1,34,766.68,21,8,4023,8423,338877,북창원,2027.112,271.10499999999996
4,7,27,1,34,730.85,21,8,4023,8423,338877,북창원,2027.112,271.10499999999996
4,26,64,1,34,836.01,21,8,4023,8423,338877,북창원,2027.112,271.10499999999996
0,25,63,1,34,524.36,21,8,4023,8423,338877,북창원,2027.112,271.10499999999996
0,26,19,1,34,656.16,21,8,4023,8423,338877,북창원,2027.112,271.10499999999996
0,26,64,1,34,783.4,21,8,4023,8423,338877,북창원,2027.112,271.10499999999996
7,10,30,1,34,518.52,21,8,4023,8423,338877,북창원,2027.112,271.10499999999996
6,21,3,1,34,893.85,21,8,4023,8423,338877,북창원,2027.112,271.10499999999996
4,5,23,1,0,155.0,21,8,4023,8423,338877,거창,2027.112,271.10499999999996
0,10,10,1,0,1227.93,21,8,4023,8423,338877,거창,2027.112,271.10499999999996
0,5,17,1,0,943.07,21,8,4023,8423,338877,거창,2027.112,271.10499999999996
0,5,21,1,0,438.03,21,8,4023,8423,338877,거창,2027.112,271.10499999999996
0,3,55,1,0,510.0,21,8,4023,8423,338877,거창,2027.112,271.10499999999996
0,25,63,1,0,669.52,21,8,4023,8423,338877,거창,2027.112,271.10499999999996
0,24,61,1,0,363.64,21,8,4023,8423,338877,거창,2027.112,271.10499999999996
2,3,55,1,0,510.0,21,8,4023,8423,338877,거창,2027.112,271.10499999999996
2,8,33,1,0,622.98,21,8,4023,8423,338877,거창,2027.112,271.10499999999996
10,24,62,1,0,810.0,21,8,4023,8423,338877,거창,2027.112,271.10499999999996
4,5,23,4,13,592.42,21,8,332,7968,26487,대구,2027.112,271.10499999999996
4,7,27,4,13,776.96,21,8,332,7968,26487,대구,2027.112,271.10499999999996
0,20,28,4,13,706.01,21,8,332,7968,26487,대구,2027.112,271.10499999999996
0,26,19,4,13,694.37,21,8,332,7968,26487,대구,2027.112,271.10499999999996
6,5,23,4,13,700.0,21,8,332,7968,26487,대구,2027.112,271.10499999999996
4,5,79,4,12,699.68,21,8,332,7968,26487,대구,2027.112,271.10499999999996
4,5,23,4,12,665.5,21,8,332,7968,26487,대구,2027.112,271.10499999999996
4,5,22,4,12,540.91,21,8,332,7968,26487,대구,2027.112,271.10499999999996
4,6,25,4,12,651.62,21,8,332,7968,26487,대구,2027.112,271.10499999999996
4,20,53,4,12,691.05,21,8,332,7968,26487,대구,2027.112,271.10499999999996
0,5,21,4,12,601.72,21,8,332,7968,26487,대구,2027.112,271.10499999999996
0,3,13,4,12,703.83,21,8,332,7968,26487,대구,2027.112,271.10499999999996
